player,position,nfl_team,projected_points,VBD_score,suggested_auction_price,historical_salary_if_known,notes
Jayden Reed,WR,GB,39.0,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #103, tier 8"
Kyler Murray,QB,MIN,77.78,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #112, tier 8"
Isaiah Likely,TE,NYG,48.2,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #122, tier 8"
Tyler Shough,QB,NO,157.96,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #125, tier 8"
Malik Willis,QB,MIA,51.18,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #128, tier 8"
Mark Andrews,TE,BAL,107.0,12.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #131, tier 9"
Sam Darnold,QB,SEA,235.42,8.839999999999975,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #138, tier 9"
C.J. Stroud,QB,HOU,208.54,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #139, tier 9"
Cam Ward,QB,TEN,186.66,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #146, tier 9"
Chig Okonkwo,TE,WAS,96.0,1.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #150, tier 9"
Adonai Mitchell,WR,NYJ,71.4,2.9000000000000057,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #157, tier 9"
Bryce Young,QB,CAR,218.04,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #160, tier 10"
Dontayvion Wicks,WR,PHI,60.8,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #173, tier 10"
Dontayavion Wicks,WR,,,,1.0,1.0,
Cade Otton,TE,,92.7,0.0,1.0,1.0,
Tory Horton,WR,,52.6,0.0,1.0,1.0,
Devaughn Vele,WR,,53.8,0.0,1.0,,no salary on record
Zach Ertz,TE,,101.4,6.400000000000006,1.0,1.0,
Will Shipley,RB,,13.0,0.0,1.0,1.0,
JJ McCarthy,QB,,,,1.0,1.0,
Van Jefferson,WR,,55.5,0.0,1.0,1.0,
Travis Hunter,WR,,,,1.0,1.0,
Theo Johnson,TE,,105.3,10.299999999999997,1.0,1.0,
Harold Fannin Jr,TE,,,,1.0,1.0,
Mike Evans,WR,,69.8,1.2999999999999972,1.0,,no salary on record
Jacoby Brissett,QB,,227.44,0.8599999999999852,1.0,,no salary on record
Braelon Allen,RB,,14.3,0.0,1.0,,no salary on record; on IR
Daniel Jones,QB,,226.44,0.0,1.0,1.0,
Kaleb Johnson,RB,,8.3,0.0,1.0,1.0,
Ollie Gordon,RB,,,,1.0,1.0,
Kenneth Gainwell,RB,,,,1.0,1.0,
Mason Taylor,TE,,66.9,0.0,1.0,1.0,
Darren Waller,TE,,76.7,0.0,1.0,1.0,
Oronde Gadsden,TE,,,,1.0,1.0,
Brenton Strange,TE,,95.0,0.0,1.0,1.0,
Tre Harris,WR,,54.4,0.0,1.0,1.0,
Jalen McMillan,WR,,23.9,0.0,1.0,2.0,
Calvin Ridley,WR,TEN,38.8,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #195, tier 10"
Terrance Ferguson,TE,LAR,46.6,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #198, tier 10"
Jaylin Noel,WR,HOU,55.4,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #201, tier 11"
Darnell Washington,TE,PIT,57.9,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #320, tier 13"
Mike Gesicki,TE,CIN,56.7,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #298, tier 12"
Isaiah Bond,WR,CLE,45.7,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #301, tier 13"
Trevor Etienne,RB,CAR,10.2,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #307, tier 13"
Jake Tonges,TE,SF,76.3,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #309, tier 13"
Andrei Iosivas,WR,CIN,73.4,4.900000000000006,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #313, tier 13"
Jerome Ford,RB,WAS,30.6,0.10000000000000142,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #315, tier 13"
Jaleel McLaughlin,RB,DEN,29.4,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #316, tier 13"
DeMario Douglas,WR,NE,80.3,11.799999999999997,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #317, tier 13"
Tahj Brooks,RB,CIN,5.9,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #319, tier 13"
Jahan Dotson,WR,ATL,41.2,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #321, tier 13"
Kendre Miller,RB,NO,30.8,0.3000000000000007,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #292, tier 12"
Tyreek Hill,WR,FA,43.0,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #323, tier 13"
Michael Mayer,TE,LV,56.3,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #324, tier 13"
Elijah Arroyo,TE,SEA,29.4,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #326, tier 13"
Charlie Kolar,TE,LAC,31.2,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #327, tier 13"
Jalen Tolbert,WR,MIA,37.3,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #329, tier 13"
Xavier Hutchinson,WR,HOU,80.5,12.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #330, tier 13"
Cole Kmet,TE,CHI,63.7,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #333, tier 13"
Tyler Higbee,TE,LAR,58.6,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #336, tier 13"
Tez Johnson,WR,TB,78.4,9.900000000000006,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #337, tier 13"
Kyle Williams,WR,NE,44.2,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #293, tier 12"
Shedeur Sanders,QB,CLE,84.9,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #291, tier 12"
Gunnar Helm,TE,TEN,69.7,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #206, tier 11"
Jack Bech,WR,LV,32.4,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #248, tier 11"
Aaron Rodgers,QB,PIT,226.58,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #209, tier 11"
Geno Smith,QB,NYJ,173.9,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #210, tier 11"
Rashod Bateman,WR,BAL,45.9,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #219, tier 11"
Darnell Mooney,WR,NYG,66.3,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #220, tier 11"
Isaac TeSlaa,WR,DET,67.9,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #223, tier 11"
Pat Freiermuth,TE,PIT,93.1,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #229, tier 11"
Greg Dulcich,TE,MIA,49.8,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #237, tier 11"
George Holani,RB,SEA,13.8,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #240, tier 11"
Evan Engram,TE,DEN,77.8,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #246, tier 11"
David Njoku,TE,LAC,69.8,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #250, tier 11"
DJ Giddens,RB,IND,9.6,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #285, tier 12"
LeQuint Allen Jr.,RB,JAC,19.8,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #265, tier 12"
Tua Tagovailoa,QB,ATL,160.7,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #269, tier 12"
Tyquan Thornton,WR,KC,71.3,2.799999999999997,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #270, tier 12"
Chris Brooks,RB,GB,26.2,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #273, tier 12"
Christian Kirk,WR,SF,43.9,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #275, tier 12"
Malik Davis,RB,DAL,39.6,9.100000000000001,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #278, tier 12"
Michael Penix Jr.,QB,ATL,120.28,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #279, tier 12"
Marvin Mims Jr.,WR,DEN,68.5,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #280, tier 12"
Kirk Cousins,QB,LV,103.54,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #284, tier 12"
Lil'Jordan Humphrey,WR,DEN,28.1,0.0,1.0,,"not on a 2025 league roster -- FantasyPros 2026 rank #518, tier 16"
Jeremiyah Love,RB,ARI,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #42, tier 5"
Carnell Tate,WR,TEN,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #66, tier 6"
Jadarian Price,RB,SEA,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #70, tier 6"
Michael Pittman Jr.,WR,PIT,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #81, tier 7"
Jonathon Brooks,RB,CAR,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #89, tier 7"
Patrick Mahomes II,QB,KC,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #101, tier 8"
Makai Lemon,WR,PHI,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #108, tier 8"
KC Concepcion,WR,CLE,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #117, tier 8"
Jordyn Tyson,WR,NO,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #132, tier 9"
De'Zhaun Stribling,WR,SF,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #134, tier 9"
Denzel Boston,WR,CLE,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #145, tier 9"
Jonah Coleman,RB,DEN,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #148, tier 9"
MarShawn Lloyd,RB,GB,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #162, tier 10"
Mike Washington Jr.,RB,LV,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #163, tier 10"
Brian Robinson Jr.,RB,ATL,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #171, tier 10"
Omar Cooper Jr.,WR,NYJ,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #174, tier 10"
Emmett Johnson,RB,KC,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #183, tier 10"
Nicholas Singleton,RB,TEN,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #208, tier 11"
Kenyon Sadiq,TE,NYJ,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #211, tier 11"
Tank Dell,WR,HOU,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #214, tier 11"
Kaytron Allen,RB,WAS,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #230, tier 11"
Ja'Kobi Lane,WR,BAL,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #231, tier 11"
Germie Bernard,WR,PIT,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #234, tier 11"
Zachariah Branch,WR,ATL,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #236, tier 11"
Antonio Williams,WR,WAS,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #239, tier 11"
Caleb Douglas,WR,MIA,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #241, tier 11"
Kaelon Black,RB,SF,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #243, tier 11"
Malachi Fields,WR,NYG,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #244, tier 11"
Chris Bell,WR,MIA,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #252, tier 12"
Ted Hurst III,WR,TB,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #253, tier 12"
Fernando Mendoza,QB,LV,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #254, tier 12"
Demond Claiborne,RB,MIN,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #258, tier 12"
Cyrus Allen,WR,KC,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #264, tier 12"
Jordan James,RB,SF,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #266, tier 12"
Elijah Sarratt,WR,BAL,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #274, tier 12"
Deshaun Watson,QB,CLE,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #287, tier 12"
Seth McGowan,RB,IND,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #288, tier 12"
Eli Stowers,TE,PHI,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #290, tier 12"
Hollywood Brown,WR,PHI,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #296, tier 12"
Adam Randall,RB,BAL,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #297, tier 12"
Skyler Bell,WR,BUF,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #303, tier 13"
Brandon Aiyuk,WR,SF,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #308, tier 13"
Jarquez Hunter,RB,MIA,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #311, tier 13"
Isaac Guerendo,RB,SF,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #314, tier 13"
Audric Estime,RB,NO,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #318, tier 13"
Oscar Delp,TE,NO,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #322, tier 13"
Bryce Lance,WR,NO,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #328, tier 13"
Carson Beck,QB,ARI,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #332, tier 13"
Erick All Jr.,TE,CIN,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #334, tier 13"
Eli Raridon,TE,NE,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #338, tier 13"
Joe Mixon,RB,FA,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #346, tier 13"
Brenen Thompson,WR,LAC,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #349, tier 14"
Max Klare,TE,LAR,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #350, tier 14"
Joshua Palmer,WR,BUF,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #351, tier 14"
Chris Brazzell II,WR,CAR,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #354, tier 14"
Eli Heidenreich,RB,PIT,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #360, tier 14"
Malik Benson,WR,LV,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #363, tier 14"
Justin Joly,TE,DEN,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #366, tier 14"
Ty Simpson,QB,LAR,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #369, tier 14"
Kevin Coleman Jr.,WR,MIA,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #377, tier 14"
Zavion Thomas,WR,CHI,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #381, tier 14"
Colbie Young,WR,CIN,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #382, tier 14"
Kyle Juszczyk,RB,SF,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #384, tier 14"
Anthony Richardson Sr.,QB,IND,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #385, tier 14"
J'Mari Taylor,RB,JAC,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #392, tier 14"
CJ Daniels,WR,LAR,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #394, tier 14"
Jam Miller,RB,NE,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #412, tier 14"
Barion Brown,WR,NO,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #414, tier 14"
Cade Klubnik,QB,NYJ,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #417, tier 15"
Tommy Myers,TE,FA,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #431, tier 15"
Odell Beckham Jr.,WR,NYG,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #432, tier 15"
Deion Burks,WR,IND,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #436, tier 15"
Marlin Klein,TE,HOU,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #443, tier 15"
Matt Hibner,TE,BAL,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #446, tier 15"
Alec Ingold,RB,LAC,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #448, tier 15"
Robert Henry Jr.,RB,WAS,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #451, tier 15"
Roman Hemby,RB,LV,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #458, tier 15"
Mitch Tinsley,WR,CIN,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #459, tier 15"
Will Kacmarek,TE,MIA,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #463, tier 15"
Damien Martinez,RB,GB,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #464, tier 15"
Max Bredeson,RB,MIN,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #469, tier 15"
Tanner Koziol,TE,JAC,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #470, tier 15"
Adam Prentice,RB,DEN,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #472, tier 15"
Jacob Cowing,WR,SF,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #476, tier 15"
Lew Nichols III,RB,PIT,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #482, tier 15"
Drew Allar,QB,PIT,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #483, tier 15"
Chris Blair,WR,ATL,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #486, tier 16"
Michael Woods II,WR,DEN,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #491, tier 16"
Jalen Reagor,WR,MIA,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #492, tier 16"
Frank Gore Jr.,RB,BUF,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #494, tier 16"
Reggie Virgil,WR,ARI,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #499, tier 16"
Sam Roush,TE,CHI,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #500, tier 16"
Gardner Minshew II,QB,ARI,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #501, tier 16"
Noah Whittington,RB,HOU,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #502, tier 16"
Cash Jones,RB,ATL,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #503, tier 16"
Michael Burton,RB,CLE,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #504, tier 16"
Nate Boerkircher,TE,JAC,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #507, tier 16"
Josh Cameron,WR,JAC,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #514, tier 16"
Jaydn Ott,RB,KC,,,,,"not on a 2025 league roster -- FantasyPros 2026 rank #516, tier 16"
