seed,team,player,position,price,projected_points,is_starting_qb,is_starting_rb,is_starting_wr,is_starting_te,is_starting_flex,is_starter
1,Brandon,Chris Rodriguez Jr,RB,1.0,110.29,False,False,False,False,False,False
1,CJ,Tory Horton,WR,11.0,55.15,False,False,False,False,False,False
1,CJ,Ja'Marr Chase,WR,46.0,266.33,False,False,True,False,False,True
1,CJ,Chase Brown,RB,31.0,227.25,False,True,False,False,False,True
1,CJ,Sam LaPorta,TE,31.0,139.7,False,False,False,True,False,True
1,CJ,Parker Washington,WR,11.0,162.09,False,False,True,False,False,True
1,CJ,Omarion Hampton,RB,6.0,205.65,False,True,False,False,False,True
1,CJ,Bhayshul Tuten,RB,256.0,160.4,False,False,False,False,True,True
1,CJ,Jajuan Jennings,WR,1.0,145.99444444444444,False,False,False,False,True,True
1,CJ,Jordan Love,QB,1.0,256.74,True,False,False,False,False,True
1,CJ,Emmett Johnson,RB,1.0,63.25,False,False,False,False,False,False
1,CJ,Tua Tagovailoa,QB,1.0,103.67,False,False,False,False,False,False
1,CJ,Juwan Johnson,TE,1.0,111.55,False,False,False,False,True,True
1,CJ,LeQuint Allen Jr.,RB,1.0,38.64,False,False,False,False,False,False
1,CJ,Tre Tucker,WR,1.0,95.11,False,False,False,False,False,False
1,CJ,Keenan Allen,WR,1.0,80.85,False,False,False,False,False,False
1,Coby,Derrick Henry,RB,51.0,227.4,False,True,False,False,False,True
1,Coby,Kyren Williams,RB,31.0,196.2,False,False,False,False,True,True
1,Coby,Brian Thomas Jr,WR,16.0,138.06,False,False,True,False,False,True
1,Coby,Harold Fannin Jr,TE,6.0,141.21,False,False,False,True,False,True
1,Coby,TreVeyon Henderson,RB,11.0,158.6,False,False,False,False,True,True
1,Coby,Quinshon Judkins,RB,11.0,177.8,False,False,False,False,True,True
1,Coby,Jeremiyah Love,RB,257.0,202.4,False,True,False,False,False,True
1,Coby,Zach Charbonnet,RB,9.13,107.61,False,False,False,False,False,False
1,Coby,KC Concepcion,WR,1.87,118.36,False,False,True,False,False,True
1,Coby,Tank Bigsby,RB,1.0,68.64,False,False,False,False,False,False
1,Coby,Samaje Perine,RB,1.0,68.35,False,False,False,False,False,False
1,Coby,Patrick Mahomes,QB,1.0,254.26,True,False,False,False,False,True
1,Coby,Adonai Mitchell,WR,1.0,84.34,False,False,False,False,False,False
1,Coby,Justin Fields,QB,1.0,40.19,False,False,False,False,False,False
1,Coby,James Conner,RB,1.0,42.62,False,False,False,False,False,False
1,Evan,Amon-Ra St Brown,WR,41.0,247.22,False,False,True,False,False,True
1,Evan,Drake London,WR,36.0,221.3,False,False,False,False,True,True
1,Evan,Saquon Barkley,RB,46.0,222.8,False,True,False,False,False,True
1,Evan,George Pickens,WR,41.0,209.94,False,False,False,False,True,True
1,Evan,Puka Nacua,WR,31.0,256.87,False,False,True,False,False,True
1,Evan,Emeka Egbuka,WR,11.0,166.25,False,False,False,False,True,True
1,Evan,Jaylen Warren,RB,99.24685474581987,162.0,False,True,False,False,False,True
1,Evan,Chuba Hubbard,RB,71.056,143.25,False,False,False,False,False,False
1,Evan,Dalton Kincaid,TE,1.8271586666666664,118.1,False,False,False,False,False,False
1,Evan,Braelon Allen,RB,1.6538888888888887,68.77,False,False,False,False,False,False
1,Evan,Jayden Daniels,QB,1.2666666666666666,293.28,True,False,False,False,False,True
1,Evan,Mark Andrews,TE,1.6394444444444445,128.18,False,False,False,True,False,True
1,Evan,CJ Stroud,QB,1.2555555555555555,245.14,False,False,False,False,False,False
1,Evan,Stefon Diggs,WR,1.25,130.42,False,False,False,False,False,False
1,Evan,Isiah Pacheco,RB,1.2444444444444445,73.93,False,False,False,False,False,False
1,James,Wan'Dale Robinson,WR,11.0,133.19,False,False,False,False,False,False
1,James,Trevor Lawrence,QB,11.0,272.04,False,False,False,False,False,False
1,James,Jordan Addison,WR,31.0,131.03,False,False,False,False,False,False
1,James,Zay Flowers,WR,31.0,205.23,False,False,True,False,False,True
1,James,Colston Loveland,TE,6.0,157.08,False,False,False,True,False,True
1,James,Rico Dowdle,RB,13.0,157.15,False,True,False,False,False,True
1,James,James Cook,RB,78.75,234.4,False,True,False,False,False,True
1,James,RJ Harvey,RB,55.69,136.65,False,False,False,False,True,True
1,James,DJ Moore,WR,36.391782222222226,154.17,False,False,True,False,False,True
1,James,Carnell Tate,WR,34.86637855555556,140.03,False,False,False,False,True,True
1,James,JK Dobbins,RB,22.926666666666662,134.15,False,False,False,False,False,False
1,James,Joe Burrow,QB,18.173333333333332,282.7,True,False,False,False,False,True
1,James,Chris Godwin Jr,WR,11.852777777777778,134.26,False,False,False,False,True,True
1,James,Dylan Sampson,RB,9.800981666666669,79.3,False,False,False,False,False,False
1,James,Jake Ferguson,TE,6.909426666666667,117.94,False,False,False,False,False,False
1,Jason,CeeDee Lamb,WR,46.0,224.28,False,False,True,False,False,True
1,Jason,Trey McBride,TE,31.0,188.05,False,False,False,True,False,True
1,Jason,AJ Brown,WR,46.0,194.9,False,False,True,False,False,True
1,Jason,Bijan Robinson,RB,21.0,295.2,False,False,False,False,True,True
1,Jason,Jahmyr Gibbs,RB,31.0,296.35,False,True,False,False,False,True
1,Jason,Luther Burden,WR,11.0,169.58,False,False,False,False,False,False
1,Jason,Terry McLaurin,WR,42.29927111111111,173.93,False,False,False,False,True,True
1,Jason,Jacory Croskey-Merritt,RB,34.09941111111111,127.0,False,False,False,False,False,False
1,Jason,Courtland Sutton,WR,25.755995000000006,137.35,False,False,False,False,False,False
