pick,nomination_number,player,position,tier,nominating_team,nominator,winning_team,winner,sale_price,price,bidder_count,second_highest_bid,sale_is_organic,sale_has_competing_bid,forced_final_slot,budget_before,budget_after,slots_before,slots_after,minimum_reserve_after,winner_archetype,seed
29,29,DK Metcalf,WR,3,Evan,Evan,Shane,Shane,15.70083333333333,15.70083333333333,6,14.70083333333333,True,True,False,60.53,44.83,1,0,0,balanced,6
30,30,Quinn Ewers,QB,7,James,James,James,James,1.0,1.0,1,0.0,True,False,False,23.0,22.0,7,6,6,anchor,6
31,31,DeVonta Smith,WR,1,Brad,Brad,Reid,Reid,5.0,5.0,5,4.0,True,True,False,59.0,54.0,8,7,7,anchor,6
32,32,Josh Allen,QB,1,Ryan J,Ryan J,Reid,Reid,5.0,5.0,5,4.0,True,True,False,54.0,49.0,7,6,6,anchor,6
33,33,Jacory Croskey-Merritt,RB,4,Jason,Jason,Reid,Reid,7.925937777777778,7.925937777777778,5,6.925937777777778,True,True,False,49.0,41.07,6,5,5,anchor,6
34,34,Jalen Hurts,QB,1,Travis,Travis,Reid,Reid,6.376249999999999,6.376249999999999,5,5.376249999999999,True,True,False,41.07,34.69,5,4,4,anchor,6
35,35,Davante Adams,WR,2,Sam,Sam,Reid,Reid,5.0,5.0,5,4.0,True,True,False,34.69,29.69,4,3,3,anchor,6
36,36,Mike Evans,WR,3,CJ,CJ,Reid,Reid,5.0,5.0,5,4.0,True,True,False,29.69,24.69,3,2,2,anchor,6
37,37,Matthew Golden,WR,4,Reid,Reid,Reid,Reid,5.962634999999999,5.962634999999999,5,5.312999999999999,True,True,False,24.69,18.73,2,1,1,anchor,6
38,38,Aaron Rodgers,QB,11,Coby,Coby,Coby,Coby,1.0,1.0,1,0.0,True,False,False,19.78,18.78,8,7,7,anchor,6
39,39,Gardner Minshew II,QB,9,Brandon,Brandon,Brandon,Brandon,1.0,1.0,1,0.0,True,False,False,18.73,17.73,5,4,4,positional_extremist_rb,6
40,40,Chris Godwin Jr,WR,3,Evan,Evan,Brandon,Brandon,5.103796666666667,5.103796666666667,5,4.103796666666667,True,True,False,17.73,12.63,4,3,3,positional_extremist_rb,6
41,41,Courtland Sutton,WR,4,James,James,James,James,5.228666666666666,5.228666666666666,5,5.1091444444444445,True,True,False,22.0,16.77,6,5,5,anchor,6
42,42,Tyler Allgeier,RB,6,Brad,Brad,Brandon,Brandon,5.632629166666667,5.632629166666667,6,5.088543055555555,True,True,False,12.63,7.0,3,2,2,positional_extremist_rb,6
43,43,Tyson Bagent,QB,9,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,8.0,7.0,8,7,7,positional_extremist_rb,6
44,44,Romeo Doubs,WR,5,Jason,Jason,Travis,Travis,5.047340277777778,5.047340277777778,5,4.0,True,True,False,11.41,6.36,7,6,6,positional_extremist_wr,6
45,45,Aaron Jones Sr,RB,4,Travis,Travis,Coby,Coby,3.8186000000000004,3.8186000000000004,4,3.8084333333333333,True,True,False,18.78,14.96,7,6,6,anchor,6
46,46,Austin Ekeler,RB,6,Sam,Sam,Reid,Reid,3.792825,3.792825,5,3.395925,True,True,False,18.73,14.94,1,0,0,anchor,6
47,47,Michael Pittman Jr,WR,4,CJ,CJ,James,James,3.3819500000000002,3.3819500000000002,3,3.0169333333333337,True,True,False,16.77,13.39,5,4,4,anchor,6
48,48,Travis Kelce,TE,1,Coby,Coby,Coby,Coby,3.4551366666666663,3.4551366666666663,2,3.0459722222222223,True,True,False,14.96,11.5,6,5,5,anchor,6
49,49,Travis Etienne,RB,5,Brandon,Brandon,James,James,2.678,2.678,3,2.0,True,True,False,13.39,10.71,4,3,3,anchor,6
50,50,Zach Charbonnet,RB,5,Evan,Evan,Brandon,Brandon,2.416555555555556,2.416555555555556,2,1.0,True,True,False,7.0,4.58,2,1,1,positional_extremist_rb,6
51,51,Dylan Sampson,RB,7,James,James,Coby,Coby,2.622958333333333,2.622958333333333,3,2.0,True,True,False,11.5,8.88,5,4,4,anchor,6
52,52,Ricky Pearsall,WR,6,Brad,Brad,James,James,2.4325087499999998,2.4325087499999998,3,2.1395833333333334,True,True,False,10.71,8.28,3,2,2,anchor,6
53,53,Khalil Shakir,WR,5,Ryan J,Ryan J,Brandon,Brandon,2.1305555555555555,2.1305555555555555,3,2.00836,True,True,False,4.58,2.45,1,0,0,positional_extremist_rb,6
54,54,Tank Bigsby,RB,8,Jason,Jason,Coby,Coby,1.9998500000000001,1.9998500000000001,2,1.0,True,True,False,8.88,6.88,4,3,3,anchor,6
55,55,Lamar Jackson,QB,1,Travis,Travis,James,James,1.6145999999999998,1.6145999999999998,3,1.3416000000000001,True,True,False,8.28,6.67,2,1,1,anchor,6
56,56,Brian Robinson Jr,RB,6,Sam,Sam,Sam,Sam,1.5499999999999998,1.5499999999999998,2,1.3358666666666665,True,True,False,7.55,6.0,7,6,6,emotional,6
57,57,Jajuan Jennings,WR,6,CJ,CJ,Coby,Coby,1.529653333333333,1.529653333333333,2,1.0,True,True,False,6.88,5.35,3,2,2,anchor,6
58,58,Josh Downs,WR,4,Coby,Coby,James,James,1.2839749999999999,1.2839749999999999,2,1.0,True,True,False,6.67,5.39,1,0,0,anchor,6
59,59,Mike Washington Jr.,RB,7,Evan,Evan,Coby,Coby,1.469444444444444,1.469444444444444,2,1.0,True,True,False,5.35,3.88,2,1,1,anchor,6
60,60,Braelon Allen,RB,8,Brad,Brad,Coby,Coby,1.4630555555555553,1.4630555555555553,2,1.0,True,True,False,3.88,2.42,1,0,0,anchor,6
61,61,Jayden Daniels,QB,2,Ryan J,Ryan J,Travis,Travis,1.3600000000000003,1.3600000000000003,2,1.0,True,True,False,6.36,5.0,6,5,5,positional_extremist_wr,6
62,62,Jakobi Meyers,WR,5,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,positional_extremist_wr,6
63,63,Makai Lemon,WR,6,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_wr,6
64,64,Stefon Diggs,WR,5,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,emotional,6
65,65,Isiah Pacheco,RB,7,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,8.0,7.0,8,7,7,positional_extremist_rb,6
66,66,George Kittle,TE,1,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,8.0,7.0,8,7,7,emotional,6
67,67,Mark Andrews,TE,1,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,positional_extremist_rb,6
68,68,Dak Prescott,QB,2,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,positional_extremist_rb,6
69,69,CJ Stroud,QB,2,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_wr,6
70,70,Tyrone Tracy Jr,RB,8,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_wr,6
71,71,Dallas Goedert,TE,2,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,emotional,6
72,72,Dalton Kincaid,TE,2,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,positional_extremist_rb,6
73,73,Alvin Kamara,RB,7,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,7.0,6.0,7,6,6,emotional,6
74,74,Jake Ferguson,TE,2,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,positional_extremist_rb,6
75,75,KC Concepcion,WR,6,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,positional_extremist_rb,6
76,76,Jonah Coleman,RB,8,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_wr,6
77,77,Samaje Perine,RB,9,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_wr,6
78,78,Kimani Vidal,RB,9,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,emotional,6
79,79,AD Mitchell,WR,7,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,positional_extremist_rb,6
80,80,Ray Davis,RB,9,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,6.0,5.0,6,5,5,emotional,6
81,81,Justin Herbert,QB,2,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_rb,6
82,82,Dalton Schultz,TE,3,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_rb,6
83,83,Jayden Higgins,WR,7,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_wr,6
84,84,Emmett Johnson,RB,9,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_wr,6
85,85,Isaiah Likely,TE,2,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,emotional,6
86,86,Xavier Worthy,WR,7,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,positional_extremist_rb,6
87,87,Justice Hill,RB,10,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,emotional,6
88,88,Juwan Johnson,TE,3,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_rb,6
89,89,Trey Benson,RB,10,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_rb,6
90,90,Baker Mayfield,QB,3,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_wr,6
91,91,Keon Coleman,WR,8,Travis,Travis,Travis,Travis,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_wr,6
92,92,Keenan Allen,WR,8,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,emotional,6
93,93,Adonai Mitchell,WR,8,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,positional_extremist_rb,6
94,94,Cooper Kupp,WR,8,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,emotional,6
95,95,Michael Penix Jr.,QB,10,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_rb,6
96,96,Brenton Strange,TE,3,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_rb,6
97,97,Chris Rodriguez Jr,RB,10,Jason,Jason,Jason,Jason,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_wr,6
98,98,James Conner,RB,10,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,emotional,6
99,99,Rashid Shaheed,WR,7,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,positional_extremist_rb,6
100,100,Chig Okonkwo,TE,3,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,emotional,6
101,101,Jared Goff,QB,3,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_rb,6
102,102,Matthew Stafford,QB,4,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_rb,6
103,103,Patrick Mahomes,QB,3,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,positional_extremist_rb,6
104,104,Christian Kirk,WR,9,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,2.0,1.0,2,1,1,emotional,6
105,105,Rashod Bateman,WR,9,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_rb,6
106,106,Jordan Love,QB,3,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_rb,6
107,107,DJ Giddens,RB,14,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,positional_extremist_rb,6
108,108,Tyler Shough,QB,4,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,1.0,0.0,1,0,0,emotional,6
1,1,Bhayshul Tuten,RB,1,Coby,Coby,James,James,274.0,274.0,12,273.0,True,True,False,297.0,23.0,9,8,8,tier_controller,7
2,2,Rachaad White,RB,4,Ryan J,Ryan J,Coby,Coby,235.18055555555557,235.18055555555557,11,233.0,True,True,False,274.0,38.82,9,8,8,emotional,7
3,3,Kenny Gainwell,RB,3,Evan,Evan,Brad,Brad,254.22222222222223,254.22222222222223,12,253.0,True,True,False,281.0,26.78,9,8,8,emotional,7
4,4,Josh Jacobs,RB,1,Shane,Shane,Ryan J,Ryan J,210.0,210.0,11,209.0,True,True,False,257.0,47.0,9,8,8,stars_and_scrubs,7
5,5,James Cook,RB,2,James,James,CJ,CJ,177.0,177.0,12,176.0,True,True,False,264.0,87.0,9,8,8,tier_controller,7
6,6,Bucky Irving,RB,1,CJ,CJ,Evan,Evan,123.0,123.0,11,122.0,True,True,False,184.0,61.0,9,8,8,positional_extremist_wr,7
7,7,Tee Higgins,WR,1,Travis,Travis,Brandon,Brandon,68.86257202172052,68.86257202172052,12,67.86257202172052,True,True,False,184.0,115.14,9,8,8,positional_extremist_wr,7
8,8,Jeremiyah Love,RB,1,Reid,Reid,Shane,Shane,111.9539748063319,111.9539748063319,11,110.9539748063319,True,True,False,324.0,212.05,9,8,8,value_purist,7
9,9,Jaylen Warren,RB,2,Brandon,Brandon,Sam,Sam,67.51555555555555,67.51555555555555,11,66.51555555555555,True,True,False,223.0,155.48,9,8,8,value_purist,7
10,10,Jordan Mason,RB,3,Sam,Sam,Shane,Shane,66.82,66.82,12,65.82,True,True,False,212.05,145.23,8,7,7,value_purist,7
11,11,Jonathon Brooks,RB,2,Jason,Jason,Sam,Sam,77.58698579248848,77.58698579248848,11,76.58698579248848,True,True,False,155.48,77.89,8,7,7,value_purist,7
12,12,Jaylen Waddle,WR,1,Brad,Brad,Brandon,Brandon,71.90558922885836,71.90558922885836,11,70.90558922885836,True,True,False,115.14,43.23,8,7,7,positional_extremist_wr,7
13,13,Tony Pollard,RB,2,Coby,Coby,Shane,Shane,72.0,72.0,12,71.0,True,True,False,145.23,73.23,7,6,6,value_purist,7
14,14,Terry McLaurin,WR,2,Ryan J,Ryan J,Travis,Travis,53.08277969344311,53.08277969344311,11,52.08277969344311,True,True,False,264.0,210.92,9,8,8,price_enforcer,7
15,15,RJ Harvey,RB,3,Evan,Evan,Reid,Reid,71.45482210483364,71.45482210483364,11,70.45482210483364,True,True,False,260.0,188.55,9,8,8,value_purist,7
16,16,Nick Chubb,RB,5,Shane,Shane,Travis,Travis,44.78534666666666,44.78534666666666,11,44.37766666666667,True,True,False,210.92,166.13,8,7,7,price_enforcer,7
17,17,Deebo Samuel,WR,2,James,James,Shane,Shane,57.554278363928695,57.554278363928695,12,56.554278363928695,True,True,False,73.23,15.68,6,5,5,value_purist,7
18,18,DeVonta Smith,WR,1,CJ,CJ,Reid,Reid,72.0,72.0,10,71.0,True,True,False,188.55,116.55,8,7,7,value_purist,7
19,19,DJ Moore,WR,2,Travis,Travis,Reid,Reid,48.89,48.89,11,43.89,True,True,False,116.55,67.66,7,6,6,value_purist,7
20,20,Rashee Rice,WR,1,Reid,Reid,Sam,Sam,63.66,63.66,10,62.66,True,True,False,77.89,14.23,7,6,6,value_purist,7
21,21,Jacory Croskey-Merritt,RB,4,Brandon,Brandon,Evan,Evan,45.0,45.0,9,44.0,True,True,False,61.0,16.0,8,7,7,positional_extremist_wr,7
22,22,Chuba Hubbard,RB,3,Sam,Sam,Reid,Reid,44.0,44.0,11,43.0,True,True,False,67.66,23.66,6,5,5,value_purist,7
23,23,Carnell Tate,WR,3,Jason,Jason,Jason,Jason,35.370451111111116,35.370451111111116,8,34.370451111111116,True,True,False,209.0,173.63,9,8,8,price_enforcer,7
24,24,Mike Evans,WR,3,Brad,Brad,Ryan J,Ryan J,36.78707222222223,36.78707222222223,11,35.78707222222223,True,True,False,47.0,10.21,8,7,7,stars_and_scrubs,7
25,25,Bill Croskey-Merritt,RB,4,Coby,Coby,Jason,Jason,35.11202666666667,35.11202666666667,10,34.11202666666667,True,True,False,173.63,138.52,8,7,7,price_enforcer,7
26,26,Aaron Jones Sr,RB,4,Ryan J,Ryan J,Travis,Travis,32.82,32.82,9,31.82,True,True,False,166.13,133.31,7,6,6,price_enforcer,7
27,27,Chris Godwin Jr,WR,3,Evan,Evan,Coby,Coby,29.227297777777782,29.227297777777782,9,28.227297777777782,True,True,False,38.82,9.59,8,7,7,emotional,7
28,28,Davante Adams,WR,2,Shane,Shane,Jason,Jason,28.061930000000004,28.061930000000004,9,27.061930000000004,True,True,False,138.52,110.46,7,6,6,price_enforcer,7
29,29,JK Dobbins,RB,5,James,James,CJ,CJ,27.0,27.0,9,26.0,True,True,False,87.0,60.0,8,7,7,tier_controller,7
30,30,Matthew Golden,WR,4,CJ,CJ,Travis,Travis,23.251553333333334,23.251553333333334,7,22.251553333333334,True,True,False,133.31,110.06,6,5,5,price_enforcer,7
31,31,DK Metcalf,WR,3,Travis,Travis,Jason,Jason,22.137975,22.137975,9,21.137975,True,True,False,110.46,88.32,6,5,5,price_enforcer,7
32,32,TJ Hockenson,TE,1,Reid,Reid,Travis,Travis,20.78,20.78,10,19.78,True,True,False,110.06,89.28,5,4,4,price_enforcer,7
33,33,Austin Ekeler,RB,6,Brandon,Brandon,Reid,Reid,17.918613333333333,17.918613333333333,8,16.918613333333333,True,True,False,23.66,5.74,5,4,4,value_purist,7
34,34,Joe Burrow,QB,1,Sam,Sam,CJ,CJ,20.68,20.68,7,19.68,True,True,False,60.0,39.32,7,6,6,tier_controller,7
35,35,Lamar Jackson,QB,1,Jason,Jason,Travis,Travis,17.637760000000004,17.637760000000004,7,17.0,True,True,False,89.28,71.64,4,3,3,price_enforcer,7
36,36,Jalen Hurts,QB,1,Brad,Brad,Brandon,Brandon,18.14820977777778,18.14820977777778,10,17.14820977777778,True,True,False,43.23,25.08,7,6,6,positional_extremist_wr,7
37,37,Tyler Allgeier,RB,6,Coby,Coby,Jason,Jason,14.68,14.68,9,13.68,True,True,False,88.32,73.64,5,4,4,price_enforcer,7
38,38,Keaton Mitchell,RB,6,Ryan J,Ryan J,Jason,Jason,14.376164444444445,14.376164444444445,9,14.036366222222222,True,True,False,73.64,59.26,4,3,3,price_enforcer,7
39,39,Courtland Sutton,WR,4,Evan,Evan,CJ,CJ,13.980444444444444,13.980444444444444,9,13.93,True,True,False,39.32,25.34,6,5,5,tier_controller,7
40,40,Mark Andrews,TE,1,Shane,Shane,Travis,Travis,12.476686666666668,12.476686666666668,9,11.476686666666668,True,True,False,71.64,59.16,3,2,2,price_enforcer,7
41,41,Khalil Shakir,WR,5,James,James,Shane,Shane,11.68,11.68,8,11.0,True,True,False,15.68,4.0,5,4,4,value_purist,7
42,42,Zach Charbonnet,RB,5,CJ,CJ,Brad,Brad,11.753226666666666,11.753226666666666,7,10.753226666666666,True,True,False,26.78,15.03,8,7,7,emotional,7
43,43,Josh Allen,QB,1,Travis,Travis,Jason,Jason,11.338413333333333,11.338413333333333,6,10.685333333333332,True,True,False,59.26,47.92,3,2,2,price_enforcer,7
44,44,Michael Pittman Jr,WR,4,Reid,Reid,Travis,Travis,10.23,10.23,8,9.23,True,True,False,59.16,48.93,2,1,1,price_enforcer,7
45,45,Travis Kelce,TE,1,Brandon,Brandon,Travis,Travis,9.285826666666669,9.285826666666669,8,9.23,True,True,False,48.93,39.64,1,0,0,price_enforcer,7
46,46,Tank Bigsby,RB,8,Sam,Sam,Jason,Jason,9.0,9.0,6,8.0,True,True,False,47.92,38.92,2,1,1,price_enforcer,7
47,47,Travis Etienne,RB,5,Jason,Jason,Sam,Sam,9.23,9.23,4,7.325608888888891,True,True,False,14.23,5.0,6,5,5,value_purist,7
48,48,Jajuan Jennings,WR,6,Brad,Brad,Brandon,Brandon,8.883377777777778,8.883377777777778,6,7.8833777777777785,True,True,False,25.08,16.2,6,5,5,positional_extremist_wr,7
49,49,Romeo Doubs,WR,5,Coby,Coby,CJ,CJ,8.0,8.0,4,7.0,True,True,False,25.34,17.34,5,4,4,tier_controller,7
50,50,Mike Washington Jr.,RB,7,Ryan J,Ryan J,James,James,7.817955555555557,7.817955555555557,5,7.234795555555557,True,True,False,23.0,15.18,8,7,7,tier_controller,7
51,51,Jake Ferguson,TE,2,Evan,Evan,Jason,Jason,7.204524444444446,7.204524444444446,4,6.76952,True,True,False,38.92,31.72,1,0,0,price_enforcer,7
52,52,Cam Ward,QB,12,Shane,Shane,Shane,Shane,1.0,1.0,1,0.0,True,False,False,4.0,3.0,4,3,3,value_purist,7
53,53,Braelon Allen,RB,8,James,James,CJ,CJ,5.72944,5.72944,4,4.72944,True,True,False,17.34,11.61,4,3,3,tier_controller,7
54,54,Brian Robinson Jr,RB,6,CJ,CJ,Brad,Brad,3.9245000000000005,3.9245000000000005,4,3.170933333333333,True,True,False,15.03,11.11,7,6,6,emotional,7
55,55,Jakobi Meyers,WR,5,Reid,Reid,Brandon,Brandon,4.157439999999999,4.157439999999999,4,3.15744,True,True,False,16.2,12.04,5,4,4,positional_extremist_wr,7
56,56,Stefon Diggs,WR,5,Brandon,Brandon,Brandon,Brandon,4.0521288888888884,4.0521288888888884,3,3.143946666666666,True,True,False,12.04,7.99,4,3,3,positional_extremist_wr,7
57,57,Dylan Sampson,RB,7,Sam,Sam,James,James,4.8307839999999995,4.8307839999999995,5,3.830784,True,True,False,15.18,10.35,7,6,6,tier_controller,7
58,58,Kimani Vidal,RB,9,Brad,Brad,CJ,CJ,3.814272,3.814272,4,3.4218799999999994,True,True,False,11.61,7.8,3,2,2,tier_controller,7
59,59,Marcus Mariota,QB,5,Coby,Coby,Coby,Coby,1.0,1.0,1,0.0,True,False,False,9.59,8.59,7,6,6,emotional,7
60,60,Jonnu Smith,TE,14,Ryan J,Ryan J,Ryan J,Ryan J,1.0,1.0,1,0.0,True,False,False,10.21,9.21,7,6,6,stars_and_scrubs,7
61,61,Tanner Hudson,TE,11,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,16.0,15.0,7,6,6,positional_extremist_wr,7
62,62,Ricky Pearsall,WR,6,Shane,Shane,Brad,Brad,3.3626266666666664,3.3626266666666664,5,3.34144,True,True,False,11.11,7.75,6,5,5,emotional,7
63,63,Dalton Kincaid,TE,2,James,James,James,James,3.32672,3.32672,3,3.2603638888888895,True,True,False,10.35,7.02,6,5,5,tier_controller,7
64,64,Josh Downs,WR,4,CJ,CJ,Reid,Reid,2.74,2.74,4,2.1475,True,True,False,5.74,3.0,4,3,3,value_purist,7
65,65,Justin Herbert,QB,2,Reid,Reid,Evan,Evan,4.565546666666666,4.565546666666666,5,2.5655466666666666,True,True,False,15.0,10.43,6,5,5,positional_extremist_wr,7
66,66,Isiah Pacheco,RB,7,Brandon,Brandon,Brandon,Brandon,2.573667777777778,2.573667777777778,2,1.920277777777778,True,True,False,7.99,5.42,3,2,2,positional_extremist_wr,7
67,67,Jayden Daniels,QB,2,Sam,Sam,Coby,Coby,2.118866666666667,2.118866666666667,3,1.9116666666666668,True,True,False,8.59,6.47,6,5,5,emotional,7
68,68,George Kittle,TE,1,Brad,Brad,Brad,Brad,1.9030555555555557,1.9030555555555557,2,1.7301844444444447,True,True,False,7.75,5.85,5,4,4,emotional,7
69,69,Makai Lemon,WR,6,Coby,Coby,Evan,Evan,3.3144222222222224,3.3144222222222224,4,1.722355555555556,True,True,False,10.43,7.12,5,4,4,positional_extremist_wr,7
70,70,Alvin Kamara,RB,7,Ryan J,Ryan J,Evan,Evan,2.2522933333333337,2.2522933333333337,5,1.574366666666667,True,True,False,7.12,4.87,4,3,3,positional_extremist_wr,7
71,71,Tyrone Tracy Jr,RB,8,Evan,Evan,Coby,Coby,1.5671777777777778,1.5671777777777778,4,1.5114666666666665,True,True,False,6.47,4.9,5,4,4,emotional,7
72,72,Dallas Goedert,TE,2,Shane,Shane,Brandon,Brandon,1.698868888888889,1.698868888888889,3,1.4104999999999999,True,True,False,5.42,3.72,2,1,1,positional_extremist_wr,7
73,73,Jonah Coleman,RB,8,James,James,Brandon,Brandon,1.56,1.56,3,1.404,True,True,False,3.72,2.16,1,0,0,positional_extremist_wr,7
74,74,Ben Sinnott,TE,8,CJ,CJ,CJ,CJ,1.0,1.0,1,0.0,True,False,False,7.8,6.8,2,1,1,tier_controller,7
75,75,CJ Stroud,QB,2,Reid,Reid,Brad,Brad,1.391,1.391,2,1.0,True,True,False,5.85,4.46,4,3,3,emotional,7
76,76,Xavier Worthy,WR,7,Sam,Sam,James,James,2.126592,2.126592,4,2.059946666666667,True,True,False,7.02,4.89,5,4,4,tier_controller,7
77,77,Austin Hooper,TE,10,Brad,Brad,Brad,Brad,1.0,1.0,1,0.0,True,False,False,4.46,3.46,3,2,2,emotional,7
78,78,KC Concepcion,WR,6,Coby,Coby,Evan,Evan,1.523888888888889,1.523888888888889,4,1.275377777777778,True,True,False,4.87,3.35,3,2,2,positional_extremist_wr,7
79,79,Dak Prescott,QB,2,Ryan J,Ryan J,CJ,CJ,2.0309333333333335,2.0309333333333335,3,1.4000000000000001,True,True,False,6.8,4.77,1,0,0,tier_controller,7
80,80,Terrance Ferguson,TE,13,Evan,Evan,Evan,Evan,1.0,1.0,1,0.0,True,False,False,3.35,2.35,2,1,1,positional_extremist_wr,7
81,81,Jayden Higgins,WR,7,Shane,Shane,Evan,Evan,1.5022222222222223,1.5022222222222223,3,1.1555555555555557,True,True,False,2.35,0.85,1,0,0,positional_extremist_wr,7
82,82,Ray Davis,RB,9,James,James,Brad,Brad,1.15,1.15,2,1.0,True,True,False,3.46,2.31,2,1,1,emotional,7
83,83,Greg Dulcich,TE,18,Reid,Reid,Reid,Reid,1.0,1.0,1,0.0,True,False,False,3.0,2.0,3,2,2,value_purist,7
84,84,Mason Taylor,TE,13,Sam,Sam,Sam,Sam,1.0,1.0,1,0.0,True,False,False,5.0,4.0,5,4,4,value_purist,7
85,85,Rashid Shaheed,WR,7,Brad,Brad,James,James,1.8133333333333335,1.8133333333333335,3,1.3599999999999999,True,True,False,4.89,3.08,4,3,3,tier_controller,7
86,86,Jake Tonges,TE,16,Coby,Coby,Coby,Coby,1.0,1.0,1,0.0,True,False,False,4.9,3.9,4,3,3,emotional,7
87,87,Emmett Johnson,RB,9,Ryan J,Ryan J,Brad,Brad,1.1222222222222222,1.1222222222222222,2,1.0,True,True,False,2.31,1.19,1,0,0,emotional,7
88,88,Isaiah Likely,TE,2,Shane,Shane,Coby,Coby,1.1166666666666667,1.1166666666666667,2,1.0,True,True,False,3.9,2.78,3,2,2,emotional,7
