match,seat,genome,player,position,price,projected_points,is_starting
3,Coby,gen15_elite0,Mike Evans,WR,12.748717391304346,164.95,True
3,Coby,gen15_elite0,JK Dobbins,RB,11.782111882863154,134.15,False
3,Coby,gen15_elite0,Lamar Jackson,QB,11.424584782608697,289.92,False
3,Coby,gen15_elite0,Michael Pittman Jr,WR,140.95,137.83,True
4,Evan,gen15_elite0,Drake London,WR,36.0,221.3,True
4,Evan,gen15_elite0,Saquon Barkley,RB,46.0,222.8,True
4,Evan,gen15_elite0,George Pickens,WR,41.0,209.94,True
4,Evan,gen15_elite0,Puka Nacua,WR,31.0,256.87,True
4,Evan,gen15_elite0,Emeka Egbuka,WR,11.0,166.25,True
4,Evan,gen15_elite0,Jordan Mason,RB,13.93295304347826,137.2,True
4,Evan,gen15_elite0,Rachaad White,RB,13.739999999999998,127.05,False
4,Evan,gen15_elite0,Deebo Samuel,WR,16.15635205101984,102.68,False
4,Evan,gen15_elite0,Davante Adams,WR,13.739999999999998,161.35,False
4,Evan,gen15_elite0,Josh Allen,QB,13.739999999999998,328.82,True
4,Evan,gen15_elite0,Jalen Hurts,QB,10.87128347826087,297.46,False
4,Evan,gen15_elite0,Romeo Doubs,WR,10.412629614131049,122.25,False
4,Evan,gen15_elite0,TJ Hockenson,TE,9.15151304347826,103.35,True
4,Evan,gen15_elite0,Matthew Golden,WR,10.016800487818807,127.74,False
4,Evan,gen15_elite0,Garrett Wilson,WR,123.24,163.37,True
5,James,gen15_elite0,Zay Flowers,WR,31.0,205.23,True
5,James,gen15_elite0,Colston Loveland,TE,11.0,157.08,True
5,James,gen15_elite0,Wan'Dale Robinson,WR,11.0,133.19,False
5,James,gen15_elite0,Rico Dowdle,RB,13.0,157.15,True
5,James,gen15_elite0,Rashee Rice,WR,25.0,197.11,True
5,James,gen15_elite0,Jalen Hurts,QB,30.67157982608696,297.46,False
5,James,gen15_elite0,Aaron Jones Sr,RB,20.53707408695652,131.55,False
5,James,gen15_elite0,Josh Allen,QB,20.458770434782608,328.82,True
5,James,gen15_elite0,Davante Adams,WR,16.61565217391304,161.35,True
5,James,gen15_elite0,Mike Evans,WR,16.35526086956522,164.95,True
5,James,gen15_elite0,Drake Maye,QB,16.213520000000003,296.32,False
5,James,gen15_elite0,CJ Stroud,QB,16.166273043478263,245.14,False
5,James,gen15_elite0,JK Dobbins,RB,12.437630434782607,134.15,True
5,James,gen15_elite0,Matthew Golden,WR,10.517808695652175,127.74,False
5,James,gen15_elite0,Amon-Ra St Brown,WR,149.01,247.22,True
6,Jason,gen15_elite0,CeeDee Lamb,WR,46.0,224.28,True
6,Jason,gen15_elite0,Bijan Robinson,RB,26.0,295.2,True
6,Jason,gen15_elite0,Jahmyr Gibbs,RB,31.0,296.35,True
6,Jason,gen15_elite0,Bhayshul Tuten,RB,21.0,160.4,True
6,Jason,gen15_elite0,Jordan Mason,RB,21.0,137.2,False
6,Jason,gen15_elite0,Rachaad White,RB,20.174240479707855,127.05,False
6,Jason,gen15_elite0,Jaylen Waddle,WR,14.82,177.9,True
6,Jason,gen15_elite0,Carnell Tate,WR,15.360865391304351,140.03,True
6,Jason,gen15_elite0,Kenny Gainwell,RB,14.88033739130435,136.45,False
6,Jason,gen15_elite0,Mike Evans,WR,14.66544941785862,164.95,True
6,Jason,gen15_elite0,Drake Maye,QB,15.233778086956526,296.32,False
6,Jason,gen15_elite0,TJ Hockenson,TE,11.480662608695653,103.35,True
6,Jason,gen15_elite0,Jordan Addison,WR,11.18819277205853,131.03,False
6,Jason,gen15_elite0,Josh Allen,QB,9.57308695652174,328.82,True
6,Jason,gen15_elite0,Jalen Hurts,QB,127.63,297.46,False
7,Reid,gen15_elite0,Chris Olave,WR,41.0,194.65,False
7,Reid,gen15_elite0,Javonte Williams,RB,34.0,196.9,False
7,Reid,gen15_elite0,Tony Pollard,RB,23.09857391304348,143.2,False
7,Reid,gen15_elite0,Garrett Wilson,WR,22.619999999999997,163.37,False
7,Reid,gen15_elite0,Josh Allen,QB,18.739107826086958,328.82,False
7,Reid,gen15_elite0,Bill Croskey-Merritt,RB,18.685189565217392,459.64799999999997,False
7,Reid,gen15_elite0,Jordan Addison,WR,18.120953043478263,131.03,False
7,Reid,gen15_elite0,CJ Stroud,QB,18.068434782608698,245.14,False
7,Reid,gen15_elite0,Drake Maye,QB,16.49064347826087,296.32,False
7,Reid,gen15_elite0,JK Dobbins,RB,13.838240202594838,134.15,False
7,Reid,gen15_elite0,Nick Chubb,RB,11.0,372.09599999999995,False
7,Reid,gen15_elite0,Jayden Reed,WR,11.86118187909922,143.93,False
7,Reid,gen15_elite0,Amon-Ra St Brown,WR,10.943762404996313,247.22,False
7,Reid,gen15_elite0,Lamar Jackson,QB,10.62,289.92,False
7,Reid,gen15_elite0,Jalen Hurts,QB,130.91,297.46,False
8,Ryan J,gen15_elite0,Ashton Jeanty,RB,11.0,199.4,False
8,Ryan J,gen15_elite0,Michael Wilson,WR,11.0,132.1,False
8,Ryan J,gen15_elite0,Nico Collins,WR,28.87874173913044,214.51,False
8,Ryan J,gen15_elite0,Josh Allen,QB,25.0,328.82,False
8,Ryan J,gen15_elite0,Garrett Wilson,WR,21.920025217391306,163.37,False
8,Ryan J,gen15_elite0,Rachaad White,RB,22.0,127.05,False
8,Ryan J,gen15_elite0,Tee Higgins,WR,18.496688695652175,181.9,False
8,Ryan J,gen15_elite0,Jordan Mason,RB,19.0,137.2,False
8,Ryan J,gen15_elite0,Stefon Diggs,WR,18.39128695652174,130.42,False
8,Ryan J,gen15_elite0,Zach Charbonnet,RB,16.83067826086957,107.61,False
8,Ryan J,gen15_elite0,Jameson Williams,WR,14.604435652173915,156.45,False
8,Ryan J,gen15_elite0,CJ Stroud,QB,16.79714782608696,245.14,False
8,Ryan J,gen15_elite0,Davante Adams,WR,13.042188407666133,161.35,False
8,Ryan J,gen15_elite0,Nick Chubb,RB,11.501078260869566,372.09599999999995,False
8,Ryan J,gen15_elite0,JK Dobbins,RB,151.54,134.15,False
9,Sam,gen15_elite0,David Montgomery,RB,45.0,176.5,True
9,Sam,gen15_elite0,Tyjae Spears,RB,13.0,113.45,False
9,Sam,gen15_elite0,Drake Maye,QB,33.53113119603144,296.32,False
9,Sam,gen15_elite0,Josh Allen,QB,23.25369391304348,328.82,True
9,Sam,gen15_elite0,TJ Hockenson,TE,21.649401123557524,103.35,True
9,Sam,gen15_elite0,Amon-Ra St Brown,WR,18.78648887463254,247.22,True
9,Sam,gen15_elite0,Jameson Williams,WR,17.522434782608695,156.45,True
9,Sam,gen15_elite0,Jalen Hurts,QB,20.113182608695656,297.46,False
9,Sam,gen15_elite0,Nick Chubb,RB,14.0,372.09599999999995,True
9,Sam,gen15_elite0,CJ Stroud,QB,15.0,245.14,False
9,Sam,gen15_elite0,Lamar Jackson,QB,13.972466956521743,289.92,False
9,Sam,gen15_elite0,Courtland Sutton,WR,11.671316949214155,137.35,True
9,Sam,gen15_elite0,Jayden Reed,WR,10.832738577335633,143.93,True
9,Sam,gen15_elite0,Joe Burrow,QB,9.517198260869565,282.7,False
9,Sam,gen15_elite0,Michael Pittman Jr,WR,132.16,137.83,True
10,Shane,gen15_elite0,Rome Odunze,WR,16.0,159.72,False
10,Shane,gen15_elite0,Kyle Monangai,RB,11.0,144.3,False
10,Shane,gen15_elite0,Blake Corum,RB,11.0,134.1,False
10,Shane,gen15_elite0,Christian Watson,WR,11.0,161.94,False
10,Shane,gen15_elite0,Cam Ward,QB,1.0,221.28,False
10,Shane,gen15_elite0,Jordan Mason,RB,23.933267826086958,137.2,False
10,Shane,gen15_elite0,Drake Maye,QB,23.95826643478261,296.32,False
10,Shane,gen15_elite0,Josh Allen,QB,24.582543478260874,328.82,False
10,Shane,gen15_elite0,Tee Higgins,WR,19.56420695652174,181.9,False
10,Shane,gen15_elite0,Garrett Wilson,WR,19.0,163.37,False
10,Shane,gen15_elite0,Bill Croskey-Merritt,RB,16.043078260869564,459.64799999999997,False
10,Shane,gen15_elite0,Davante Adams,WR,15.831015652173912,161.35,False
10,Shane,gen15_elite0,Mike Evans,WR,15.43481319793051,164.95,False
10,Shane,gen15_elite0,CJ Stroud,QB,16.0,245.14,False
10,Shane,gen15_elite0,Nick Chubb,RB,175.67,372.09599999999995,False
11,Travis,gen15_elite0,Malik Nabers,WR,16.0,183.51,False
11,Travis,gen15_elite0,Woody Marks,RB,11.0,104.75,False
11,Travis,gen15_elite0,Jaylen Waddle,WR,29.409999999999997,177.9,False
11,Travis,gen15_elite0,Carnell Tate,WR,26.932480652131506,140.03,False
11,Travis,gen15_elite0,Tee Higgins,WR,22.38642826086956,181.9,False
11,Travis,gen15_elite0,James Cook,RB,22.326291304347823,234.4,False
11,Travis,gen15_elite0,Rashee Rice,WR,20.953196626693828,197.11,False
11,Travis,gen15_elite0,Drake Maye,QB,24.114362499999995,296.32,False
11,Travis,gen15_elite0,Josh Allen,QB,17.32669652173913,328.82,False
11,Travis,gen15_elite0,CJ Stroud,QB,17.479936000000002,245.14,False
11,Travis,gen15_elite0,Jalen Hurts,QB,14.28684595652174,297.46,False
11,Travis,gen15_elite0,Garrett Wilson,WR,12.0,163.37,False
11,Travis,gen15_elite0,Romeo Doubs,WR,10.998099999999997,122.25,False
11,Travis,gen15_elite0,Alvin Kamara,RB,10.96636,68.7,False
11,Travis,gen15_elite0,Amon-Ra St Brown,WR,143.81,247.22,False
12,Brad,gen15_elite0,Jaxon Smith-Njigba,WR,31.0,253.78,True
12,Brad,gen15_elite0,Tyler Warren,TE,11.0,162.68,True
12,Brad,gen15_elite0,Alec Pierce,WR,11.0,154.64,True
12,Brad,gen15_elite0,James Cook,RB,25.065902608695655,234.4,True
12,Brad,gen15_elite0,Jordan Mason,RB,24.804966500079225,137.2,True
12,Brad,gen15_elite0,Josh Allen,QB,24.923078260869566,328.82,True
12,Brad,gen15_elite0,Jalen Hurts,QB,20.99811334782609,297.46,False
12,Brad,gen15_elite0,Davante Adams,WR,18.9526847723619,161.35,True
12,Brad,gen15_elite0,Nick Chubb,RB,16.259554782608696,372.09599999999995,True
12,Brad,gen15_elite0,Makai Lemon,WR,15.938235722844924,119.03,False
12,Brad,gen15_elite0,Drake Maye,QB,16.600417391304347,296.32,False
12,Brad,gen15_elite0,CJ Stroud,QB,16.502914782608695,245.14,False
12,Brad,gen15_elite0,Lamar Jackson,QB,12.772837391304348,289.92,False
12,Brad,gen15_elite0,Jameson Williams,WR,10.172941304347825,156.45,True
12,Brad,gen15_elite0,AD Mitchell,WR,144.02,120.38399999999999,False
13,Brandon,gen15_elite0,Jonathan Taylor,RB,51.0,256.35,False
13,Brandon,gen15_elite0,Justin Jefferson,WR,46.0,221.18,False
13,Brandon,gen15_elite0,Breece Hall,RB,31.0,201.5,False
13,Brandon,gen15_elite0,Brock Bowers,TE,16.0,177.91,False
13,Brandon,gen15_elite0,Christian McCaffrey,RB,46.0,265.35,False
13,Brandon,gen15_elite0,Cam Skattebo,RB,28.0,186.4,False
13,Brandon,gen15_elite0,Jalen Hurts,QB,35.0,297.46,False
13,Brandon,gen15_elite0,Tua Tagovailoa,QB,1.0,103.67,False
13,Brandon,gen15_elite0,Josh Allen,QB,28.879194347826086,328.82,False
13,Brandon,gen15_elite0,Drake Maye,QB,23.748293565217395,296.32,False
13,Brandon,gen15_elite0,CJ Stroud,QB,13.122949565217393,245.14,False
13,Brandon,gen15_elite0,Lamar Jackson,QB,10.900349565217391,289.92,False
13,Brandon,gen15_elite0,Caleb Williams,QB,9.338831260869567,271.0,False
13,Brandon,gen15_elite0,Joe Burrow,QB,5.7924173913043475,282.7,False
13,Brandon,gen15_elite0,Isiah Pacheco,RB,54.22,73.93,False
14,CJ,gen15_elite0,Ja'Marr Chase,WR,46.0,266.33,False
14,CJ,gen15_elite0,Chase Brown,RB,31.0,227.25,False
14,CJ,gen15_elite0,Omarion Hampton,RB,11.0,205.65,False
14,CJ,gen15_elite0,D'Andre Swift,RB,52.0,180.15,False
14,CJ,gen15_elite0,Parker Washington,WR,11.0,162.09,False
14,CJ,gen15_elite0,Drake Maye,QB,26.35300338831442,296.32,False
14,CJ,gen15_elite0,Jalen Hurts,QB,21.839000000000002,297.46,False
14,CJ,gen15_elite0,Lamar Jackson,QB,18.030440000000002,289.92,False
14,CJ,gen15_elite0,Josh Allen,QB,17.899408695652173,328.82,False
14,CJ,gen15_elite0,Nick Chubb,RB,11.712733043478261,372.09599999999995,False
14,CJ,gen15_elite0,Courtland Sutton,WR,10.853507473845381,137.35,False
14,CJ,gen15_elite0,Caleb Williams,QB,11.3,271.0,False
14,CJ,gen15_elite0,Kenneth Walker,RB,9.163794728430277,217.65,False
14,CJ,gen15_elite0,Quentin Johnston,WR,8.439292405193227,125.4,False
14,CJ,gen15_elite0,Joe Burrow,QB,113.42,282.7,False
15,Coby,gen15_elite0,Derrick Henry,RB,51.0,227.4,False
15,Coby,gen15_elite0,Kyren Williams,RB,31.0,196.2,False
15,Coby,gen15_elite0,TreVeyon Henderson,RB,11.0,158.6,False
15,Coby,gen15_elite0,Quinshon Judkins,RB,11.0,177.8,False
15,Coby,gen15_elite0,Tony Pollard,RB,23.010673335559023,143.2,False
15,Coby,gen15_elite0,Josh Allen,QB,18.567108695652177,328.82,False
15,Coby,gen15_elite0,Davante Adams,WR,18.0,161.35,False
15,Coby,gen15_elite0,Jalen Hurts,QB,19.0,297.46,False
15,Coby,gen15_elite0,CJ Stroud,QB,18.757552132816738,245.14,False
15,Coby,gen15_elite0,Drake Maye,QB,19.0,296.32,False
15,Coby,gen15_elite0,Bill Croskey-Merritt,RB,12.800695652173914,459.64799999999997,False
15,Coby,gen15_elite0,TJ Hockenson,TE,12.145591304347827,103.35,False
15,Coby,gen15_elite0,Lamar Jackson,QB,11.665686956521741,289.92,False
15,Coby,gen15_elite0,Nick Chubb,RB,10.299711673546659,372.09599999999995,False
