pick,player,position,tier,nominator,winner,price,winner_archetype,forced_final_slot,iteration
90,Hunter Henry,TE,3,Travis,CJ,2.6900000000000004,tier_controller,False,14
91,Dalton Kincaid,TE,3,Brad,CJ,2.6900000000000004,tier_controller,False,14
92,Jayden Daniels,QB,2,Brandon,Brandon,1.6900000000000004,value_purist,False,14
93,Travis Kelce,TE,2,Sam,Reid,2.0748,positional_extremist_wr,False,14
94,Emmett Johnson,RB,10,CJ,CJ,2.0691478260869562,tier_controller,False,14
95,Dallas Goedert,TE,2,Reid,Evan,2.021047826086957,positional_extremist_rb,False,14
96,KC Concepcion,WR,9,Evan,Reid,1.5430434782608697,positional_extremist_wr,False,14
97,Mark Andrews,TE,2,Travis,CJ,1.8921739130434785,tier_controller,False,14
98,Brian Thomas Jr,WR,10,Brad,Reid,1.9146739130434784,positional_extremist_wr,False,14
99,MarShawn Lloyd,RB,9,Brandon,Brad,1.5199999999999996,emotional,False,14
100,Braelon Allen,RB,10,Sam,Sam,1.25,emotional,False,14
101,Tank Bigsby,RB,9,CJ,CJ,2.8,tier_controller,True,14
102,Jayden Higgins,WR,10,Reid,Travis,1.1608695652173913,stars_and_scrubs,False,14
103,Caleb Williams,QB,2,Evan,Travis,1.2200000000000006,stars_and_scrubs,False,14
104,Jake Ferguson,TE,3,Travis,Travis,1.0,stars_and_scrubs,False,14
105,Justin Herbert,QB,3,Brad,Brad,1.0,emotional,False,14
106,Dalton Schultz,TE,4,Brandon,Brandon,1.0,value_purist,False,14
107,Cooper Kupp,WR,11,Sam,Sam,1.0,emotional,False,14
108,Brenton Strange,TE,4,Reid,Reid,1.13,positional_extremist_wr,True,14
109,Marvin Harrison Jr,WR,10,Evan,Evan,1.0,positional_extremist_rb,False,14
110,Kimani Vidal,RB,10,Travis,Evan,1.2000000000000002,positional_extremist_rb,False,14
111,Jordan Love,QB,4,Brad,Brad,1.0,emotional,False,14
112,Jonah Coleman,RB,9,Brandon,Brandon,1.0,value_purist,False,14
113,Isaiah Likely,TE,3,Sam,Sam,1.0,emotional,False,14
114,Tre Tucker,WR,13,Evan,Evan,1.0,positional_extremist_rb,True,14
115,Xavier Worthy,WR,10,Travis,Travis,1.0,stars_and_scrubs,False,14
116,Trevor Lawrence,QB,3,Brad,Brad,1.0,emotional,False,14
117,Keenan Allen,WR,11,Brandon,Brandon,1.0,value_purist,False,14
118,Chris Rodriguez Jr,RB,11,Sam,Sam,1.0,emotional,False,14
119,Kyle Pitts Sr,TE,4,Travis,Travis,1.0,stars_and_scrubs,False,14
120,Juwan Johnson,TE,4,Brad,Brad,1.0,emotional,False,14
121,Ray Davis,RB,10,Brandon,Brandon,1.0,value_purist,False,14
122,Jaxson Dart,QB,4,Sam,Sam,1.0,emotional,False,14
123,Antonio Williams,WR,40,Travis,Travis,1.0,stars_and_scrubs,False,14
124,Dak Prescott,QB,3,Brad,Brad,1.0,emotional,False,14
125,Kyler Murray,QB,5,Brandon,Brandon,1.0,value_purist,True,14
126,De'Zhaun Stribling,WR,12,Sam,Sam,1.0,emotional,False,14
127,Denzel Boston,WR,11,Travis,Travis,1.0,stars_and_scrubs,False,14
128,Jordyn Tyson,WR,12,Brad,Brad,1.0,emotional,False,14
129,Rashid Shaheed,WR,11,Sam,Sam,1.0,emotional,False,14
130,Brock Purdy,QB,4,Travis,Travis,1.0,stars_and_scrubs,False,14
131,Jared Goff,QB,3,Brad,Brad,1.0,emotional,False,14
132,Devin Neal,RB,12,Sam,Sam,1.0,emotional,False,14
133,Samaje Perine,RB,11,Travis,Travis,1.0,stars_and_scrubs,False,14
134,Sean Tucker,RB,14,Brad,Brad,1.0,emotional,True,14
135,Jalen McMillan,WR,14,Sam,Sam,1.0,emotional,False,14
136,Devin Singletary,RB,17,Travis,Travis,1.0,stars_and_scrubs,False,14
137,Keon Coleman,WR,12,Sam,Sam,1.0,emotional,True,14
138,James Conner,RB,11,Travis,Travis,1.0,stars_and_scrubs,True,14
1,Rhamondre Stevenson,RB,2,Ryan J,James,320.0,emotional,False,15
2,Josh Jacobs,RB,1,Brandon,Travis,345.0,emotional,False,15
3,Jeremiyah Love,RB,1,Evan,Shane,336.0,anchor,False,15
4,Bucky Irving,RB,1,Coby,Ryan J,336.0,tier_controller,False,15
5,Bhayshul Tuten,RB,2,Shane,Brad,331.0,positional_extremist_rb,False,15
6,DJ Moore,WR,3,Travis,Reid,189.3913043478261,stars_and_scrubs,False,15
7,RJ Harvey,RB,3,Jason,Sam,279.3695652173913,emotional,False,15
8,Chuba Hubbard,RB,3,Sam,Jason,243.0,stars_and_scrubs,False,15
9,Tetairoa McMillan,WR,1,Reid,Coby,241.0,positional_extremist_rb,False,15
10,Tony Pollard,RB,3,James,CJ,227.0,emotional,False,15
11,Jonathon Brooks,RB,2,Brad,Evan,174.0,positional_extremist_wr,False,15
12,Ladd McConkey,WR,2,CJ,Brandon,125.61000000000001,anchor,False,15
13,Jadarian Price,RB,1,Ryan J,Reid,54.0,stars_and_scrubs,False,15
14,Trey McBride,TE,1,Brandon,Reid,53.63,stars_and_scrubs,False,15
15,Aaron Jones Sr,RB,4,Evan,Sam,44.19833903810962,emotional,False,15
16,Jaylen Warren,RB,2,Coby,Evan,46.0,positional_extremist_wr,False,15
17,DeVonta Smith,WR,1,Shane,Coby,45.0,positional_extremist_rb,False,15
18,Carnell Tate,WR,4,Travis,Ryan J,15.844667499999996,tier_controller,False,15
19,Tyson Bagent,QB,10,Jason,Jason,1.0,stars_and_scrubs,False,15
20,James Cook,RB,3,Sam,Jason,19.98,stars_and_scrubs,False,15
21,Nico Collins,WR,1,Reid,Jason,19.98,stars_and_scrubs,False,15
22,Zach Charbonnet,RB,5,James,Brandon,11.138434782608696,anchor,False,15
23,Terry McLaurin,WR,2,Brad,Reid,18.98,stars_and_scrubs,False,15
24,Deebo Samuel,WR,3,CJ,Travis,14.0,emotional,False,15
25,Jacory Croskey-Merritt,RB,4,Ryan J,CJ,12.674499999999998,emotional,False,15
26,Travis Etienne,RB,5,Brandon,Brandon,11.6405625,anchor,False,15
27,Rashee Rice,WR,1,Evan,Brandon,7.2238052173913045,anchor,False,15
28,Austin Ekeler,RB,6,Coby,Ryan J,7.7492425,tier_controller,False,15
29,Jaylen Waddle,WR,2,Shane,Jason,6.039999999999999,stars_and_scrubs,False,15
30,Chris Godwin Jr,WR,4,Travis,Ryan J,6.946493217391305,tier_controller,False,15
31,Jordan Mason,RB,4,Jason,Brad,6.0,positional_extremist_rb,False,15
32,Tee Higgins,WR,2,Sam,Brandon,5.800063043478261,anchor,False,15
33,Garrett Wilson,WR,3,Reid,Sam,5.384765217391304,emotional,False,15
34,DK Metcalf,WR,5,James,Brandon,5.050000000000001,anchor,False,15
35,Kenny Gainwell,RB,4,Brad,James,5.0,emotional,False,15
36,Jameson Williams,WR,4,CJ,Travis,4.0,emotional,False,15
37,Josh Allen,QB,1,Ryan J,Evan,4.767478260869565,positional_extremist_wr,False,15
38,Tucker Kraft,TE,1,Brandon,Evan,4.23,positional_extremist_wr,False,15
39,Josh Downs,WR,5,Evan,Sam,4.050000000000001,emotional,False,15
40,Mike Evans,WR,4,Coby,Brandon,3.3343434782608696,anchor,False,15
41,Drake Maye,QB,1,Shane,Shane,3.69,anchor,False,15
42,Brian Robinson Jr,RB,6,Travis,Ryan J,3.33,tier_controller,False,15
43,Jayden Reed,WR,6,Jason,Brandon,2.9853449999999997,anchor,False,15
44,Deshaun Watson,QB,12,Sam,Sam,1.0,emotional,False,15
45,Fernando Mendoza,QB,14,Reid,Reid,1.0,stars_and_scrubs,False,15
46,Rachaad White,RB,5,James,Shane,2.382476086956522,anchor,False,15
47,CJ Stroud,QB,2,Brad,CJ,2.33,emotional,False,15
48,Sam LaPorta,TE,1,CJ,Brandon,9.22,anchor,True,15
49,TJ Hockenson,TE,1,Ryan J,Coby,2.0,positional_extremist_rb,False,15
50,JK Dobbins,RB,6,Evan,Shane,1.857828260869565,anchor,False,15
51,Amon-Ra St Brown,WR,5,Coby,Ryan J,1.1300000000000008,tier_controller,False,15
52,Tommy Tremble,TE,5,Shane,Shane,1.0,anchor,False,15
53,Davante Adams,WR,3,Travis,Shane,1.0700000000000003,anchor,False,15
54,Alvin Kamara,RB,7,Jason,Jason,1.0,stars_and_scrubs,False,15
55,Jalen Hurts,QB,1,Sam,Sam,1.0,emotional,False,15
56,Romeo Doubs,WR,8,Reid,Reid,1.0,stars_and_scrubs,False,15
57,Michael Pittman Jr,WR,6,James,James,1.0,emotional,False,15
58,Dylan Sampson,RB,8,Brad,Brad,1.0,positional_extremist_rb,False,15
59,Matthew Golden,WR,6,CJ,CJ,1.0,emotional,False,15
60,Jordan Addison,WR,7,Ryan J,Ryan J,1.0,tier_controller,False,15
61,Bill Croskey-Merritt,RB,5,Evan,Evan,1.0,positional_extremist_wr,False,15
62,Nick Chubb,RB,6,Coby,Coby,1.0,positional_extremist_rb,False,15
63,Stefon Diggs,WR,7,Shane,Shane,1.0,anchor,False,15
64,Mark Andrews,TE,2,Travis,Travis,1.0,emotional,False,15
65,Caleb Williams,QB,2,Jason,Jason,1.0,stars_and_scrubs,False,15
66,Courtland Sutton,WR,6,Sam,Sam,1.0,emotional,False,15
67,Makai Lemon,WR,8,Reid,Reid,1.0,stars_and_scrubs,False,15
68,Tyler Allgeier,RB,7,James,James,1.0,emotional,False,15
69,AJ Brown,WR,5,Brad,Brad,1.0,positional_extremist_rb,False,15
70,Kenneth Walker,RB,7,CJ,CJ,1.0,emotional,False,15
71,Dallas Goedert,TE,2,Ryan J,Ryan J,1.0,tier_controller,False,15
72,Keaton Mitchell,RB,7,Evan,Evan,1.0,positional_extremist_wr,False,15
73,Joe Burrow,QB,2,Coby,Coby,1.0,positional_extremist_rb,False,15
74,Dalton Kincaid,TE,3,Shane,Shane,1.0,anchor,False,15
75,Quentin Johnston,WR,7,Travis,Travis,1.0,emotional,False,15
76,Lamar Jackson,QB,1,Jason,Jason,1.0,stars_and_scrubs,False,15
77,Travis Kelce,TE,2,Sam,Sam,1.0,emotional,False,15
78,Tank Bigsby,RB,9,Reid,Reid,1.0,stars_and_scrubs,False,15
79,Jakobi Meyers,WR,7,James,James,1.0,emotional,False,15
80,Khalil Shakir,WR,8,Brad,Brad,1.0,positional_extremist_rb,False,15
81,DeVon Achane,RB,8,CJ,CJ,1.0,emotional,False,15
82,George Kittle,TE,2,Ryan J,Ryan J,1.0,tier_controller,False,15
83,Ricky Pearsall,WR,9,Evan,Evan,1.0,positional_extremist_wr,False,15
84,KC Concepcion,WR,9,Coby,Coby,1.0,positional_extremist_rb,False,15
85,Isiah Pacheco,RB,8,Shane,Shane,1.0,anchor,False,15
86,Mike Washington Jr.,RB,8,Travis,Travis,1.0,emotional,False,15
87,Tyrone Tracy Jr,RB,9,Jason,Jason,1.0,stars_and_scrubs,False,15
88,MarShawn Lloyd,RB,9,Sam,Sam,1.0,emotional,False,15
89,Trevor Lawrence,QB,3,Reid,Reid,1.0,stars_and_scrubs,False,15
90,Jayden Daniels,QB,2,James,James,1.0,emotional,False,15
91,AD Mitchell,WR,9,Brad,Brad,1.0,positional_extremist_rb,False,15
92,Jalen Coker,WR,8,CJ,CJ,1.0,emotional,False,15
93,Hunter Henry,TE,3,Ryan J,Ryan J,1.0,tier_controller,False,15
94,Brenton Strange,TE,4,Evan,Evan,1.0,positional_extremist_wr,False,15
95,Jonah Coleman,RB,9,Coby,Coby,1.0,positional_extremist_rb,False,15
96,Jajuan Jennings,WR,9,Shane,Shane,1.0,anchor,False,15
97,Emmett Johnson,RB,10,Travis,Travis,1.0,emotional,False,15
98,Dalton Schultz,TE,4,Jason,Jason,1.0,stars_and_scrubs,False,15
99,Marvin Harrison Jr,WR,10,Sam,Sam,1.0,emotional,False,15
100,Kimani Vidal,RB,10,Reid,Reid,1.0,stars_and_scrubs,False,15
101,Brian Thomas Jr,WR,10,James,James,1.0,emotional,False,15
102,Xavier Worthy,WR,10,Brad,Brad,1.0,positional_extremist_rb,False,15
103,Isaiah Likely,TE,3,CJ,CJ,1.0,emotional,False,15
104,Jake Ferguson,TE,3,Ryan J,Ryan J,1.0,tier_controller,False,15
105,Braelon Allen,RB,10,Evan,Evan,1.0,positional_extremist_wr,False,15
106,Cooper Kupp,WR,11,Coby,Coby,1.0,positional_extremist_rb,False,15
107,Tua Tagovailoa,QB,13,Shane,Shane,1.0,anchor,True,15
108,Justin Herbert,QB,3,Travis,Travis,1.0,emotional,False,15
109,Jared Goff,QB,3,Jason,Jason,1.0,stars_and_scrubs,False,15
110,Shedeur Sanders,QB,9,Sam,Sam,1.0,emotional,False,15
111,Dak Prescott,QB,3,Reid,Reid,1.0,stars_and_scrubs,False,15
112,Justin Fields,QB,9,James,James,1.0,emotional,False,15
113,Tyrod Taylor,QB,7,Brad,Brad,1.0,positional_extremist_rb,False,15
114,Jayden Higgins,WR,10,CJ,CJ,1.0,emotional,False,15
115,Keenan Allen,WR,11,Ryan J,Ryan J,1.0,tier_controller,False,15
116,Ray Davis,RB,10,Evan,Evan,1.0,positional_extremist_wr,True,15
117,Kyle Pitts Sr,TE,4,Coby,Coby,1.0,positional_extremist_rb,False,15
118,Rashid Shaheed,WR,11,Travis,Travis,1.0,emotional,False,15
119,Samaje Perine,RB,11,Jason,Jason,1.0,stars_and_scrubs,True,15
120,Juwan Johnson,TE,4,Sam,Sam,1.0,emotional,False,15
121,Denzel Boston,WR,11,Reid,Reid,1.0,stars_and_scrubs,False,15
122,Jordan Love,QB,4,James,James,1.0,emotional,False,15
123,De'Zhaun Stribling,WR,12,Brad,Brad,1.0,positional_extremist_rb,False,15
124,Kyler Murray,QB,5,CJ,CJ,1.0,emotional,True,15
125,Chris Rodriguez Jr,RB,11,Ryan J,Ryan J,1.0,tier_controller,True,15
126,Brock Purdy,QB,4,Coby,Coby,1.0,positional_extremist_rb,False,15
127,Justice Hill,RB,11,Travis,Travis,1.0,emotional,False,15
128,Chig Okonkwo,TE,5,Sam,Sam,1.0,emotional,True,15
129,James Conner,RB,11,Reid,Reid,1.0,stars_and_scrubs,True,15
130,Jordyn Tyson,WR,12,James,James,1.0,emotional,False,15
131,Jaxson Dart,QB,4,Brad,Brad,1.0,positional_extremist_rb,False,15
132,Jordan James,RB,13,Coby,Coby,1.0,positional_extremist_rb,True,15
133,Patrick Mahomes,QB,4,Travis,Travis,1.0,emotional,False,15
134,Seth McGowan,RB,15,James,James,1.0,emotional,True,15
135,Keon Coleman,WR,12,Brad,Brad,1.0,positional_extremist_rb,False,15
136,Tre Tucker,WR,13,Travis,Travis,1.0,emotional,False,15
137,Trey Benson,RB,12,Brad,Brad,1.0,positional_extremist_rb,True,15
138,Baker Mayfield,QB,5,Travis,Travis,1.0,emotional,True,15
1,Jonathon Brooks,RB,2,Evan,Shane,312.0,tier_controller,False,16
2,Jadarian Price,RB,1,Jason,Ryan J,361.0,tier_controller,False,16
3,Tetairoa McMillan,WR,1,Shane,Brad,270.5217391304348,stars_and_scrubs,False,16
4,Rhamondre Stevenson,RB,2,James,Travis,317.39130434782606,tier_controller,False,16
5,Bucky Irving,RB,1,Brad,Sam,324.0,anchor,False,16
6,Jeremiyah Love,RB,1,Ryan J,James,313.5826086956522,emotional,False,16
7,Terry McLaurin,WR,2,Brandon,Jason,224.2826086956522,tier_controller,False,16
8,Jacory Croskey-Merritt,RB,4,Coby,Reid,231.5108695652174,positional_extremist_rb,False,16
9,Deebo Samuel,WR,3,Reid,CJ,187.82608695652172,tier_controller,False,16
10,Chuba Hubbard,RB,3,Sam,Evan,219.48000000000002,positional_extremist_rb,False,16
11,DeVonta Smith,WR,1,CJ,Coby,174.4262512497378,tier_controller,False,16
12,Nico Collins,WR,1,Travis,Brandon,68.81062260869565,anchor,False,16
13,Bhayshul Tuten,RB,2,Evan,Brad,61.271055171949264,stars_and_scrubs,False,16
14,Riley Leonard,QB,8,Jason,Jason,1.0,tier_controller,False,16
15,Tyson Bagent,QB,10,Shane,Shane,1.0,tier_controller,False,16
16,RJ Harvey,RB,3,James,Reid,48.76538156521739,positional_extremist_rb,False,16
17,Josh Jacobs,RB,1,Brad,Coby,26.0,tier_controller,False,16
18,Trey McBride,TE,1,Ryan J,Brandon,24.335700869565215,anchor,False,16
19,Ladd McConkey,WR,2,Brandon,Coby,28.0,tier_controller,False,16
20,Chris Godwin Jr,WR,4,Coby,Jason,27.859789913043475,tier_controller,False,16
21,DJ Moore,WR,3,Reid,Coby,24.693534608695654,tier_controller,False,16
22,Jaylen Waddle,WR,2,Sam,Brandon,18.541906086956523,anchor,False,16
23,James Cook,RB,3,CJ,Brandon,15.72335304347826,anchor,False,16
24,Jaylen Warren,RB,2,Travis,CJ,14.0,tier_controller,False,16
25,Jordan Mason,RB,4,Evan,Travis,13.0,tier_controller,False,16
26,DK Metcalf,WR,5,Jason,Reid,19.74460382608696,positional_extremist_rb,False,16
27,Aaron Jones Sr,RB,4,Shane,CJ,17.219959652173916,tier_controller,False,16
28,Zach Charbonnet,RB,5,James,Jason,16.646967652173917,tier_controller,False,16
29,Tony Pollard,RB,3,Brad,Brandon,12.104739130434782,anchor,False,16
30,Tee Higgins,WR,2,Ryan J,James,11.420000000000002,emotional,False,16
31,Kenny Gainwell,RB,4,Brandon,Coby,10.08239304347826,tier_controller,False,16
32,Rashee Rice,WR,1,Coby,Travis,9.689460869565217,tier_controller,False,16
33,Josh Allen,QB,1,Reid,Reid,9.488055652173914,positional_extremist_rb,False,16
34,Josh Downs,WR,5,Sam,Shane,13.274866086956523,tier_controller,False,16
35,Rachaad White,RB,5,CJ,Brandon,8.322184347826088,anchor,False,16
36,Garrett Wilson,WR,3,Travis,Travis,7.625989565217392,tier_controller,False,16
37,Austin Ekeler,RB,6,Evan,Coby,11.266830434782609,tier_controller,False,16
38,Jameson Williams,WR,4,Jason,Brandon,7.37626304347826,anchor,False,16
39,Carnell Tate,WR,4,Shane,CJ,10.994351304347827,tier_controller,False,16
40,Sam LaPorta,TE,1,James,Jason,9.964065391304349,tier_controller,False,16
41,Jalen Hurts,QB,1,Brad,Travis,9.232829217391306,tier_controller,False,16
42,Bill Croskey-Merritt,RB,5,Ryan J,Evan,5.737001739130435,positional_extremist_rb,False,16
43,Travis Etienne,RB,5,Brandon,Shane,8.0,tier_controller,False,16
44,Davante Adams,WR,3,Coby,Brad,6.210000000000001,stars_and_scrubs,False,16
45,JK Dobbins,RB,6,Reid,Reid,5.673380869565219,positional_extremist_rb,False,16
46,Amon-Ra St Brown,WR,5,Sam,Brandon,5.0,anchor,False,16
47,Mike Evans,WR,4,CJ,Coby,4.82272,tier_controller,False,16
48,CJ Stroud,QB,2,Travis,CJ,6.774160695652175,tier_controller,False,16
49,AJ Brown,WR,5,Evan,Brandon,21.79,anchor,True,16
50,Tucker Kraft,TE,1,Jason,Jason,6.1248000000000005,tier_controller,False,16
51,TJ Hockenson,TE,1,Shane,Ryan J,3.760695652173913,tier_controller,False,16
52,Tyler Allgeier,RB,7,James,Shane,5.902925913043479,tier_controller,False,16
53,Romeo Doubs,WR,8,Brad,Coby,5.877270260869565,tier_controller,False,16
54,Matthew Golden,WR,6,Ryan J,Travis,5.252499999999999,tier_controller,False,16
55,Courtland Sutton,WR,6,Coby,Sam,3.686086956521739,anchor,False,16
56,Michael Pittman Jr,WR,6,Reid,Sam,2.9211065217391305,anchor,False,16
57,Drake Maye,QB,1,Sam,CJ,4.233216,tier_controller,False,16
58,Jayden Reed,WR,6,CJ,Jason,3.852722086956522,tier_controller,False,16
59,Nick Chubb,RB,6,Travis,Ryan J,2.855234782608696,tier_controller,False,16
60,Jordan Addison,WR,7,Evan,Shane,3.724766608695653,tier_controller,False,16
61,Lamar Jackson,QB,1,Jason,Evan,2.7799999999999994,positional_extremist_rb,False,16
62,Kenneth Walker,RB,7,Shane,Coby,2.312911304347826,tier_controller,False,16
63,Joe Burrow,QB,2,James,Travis,2.3011199999999996,tier_controller,False,16
64,Quentin Johnston,WR,7,Brad,Reid,2.8077217391304345,positional_extremist_rb,False,16
65,Brian Robinson Jr,RB,6,Ryan J,Coby,2.882871652173913,tier_controller,False,16
66,Jajuan Jennings,WR,9,Coby,Travis,2.870016,tier_controller,False,16
67,Keaton Mitchell,RB,7,Reid,Sam,2.2433347826086956,anchor,False,16
68,Tyrone Tracy Jr,RB,9,Sam,CJ,2.666807652173913,tier_controller,False,16
69,Stefon Diggs,WR,7,CJ,Jason,2.4308869565217393,tier_controller,False,16
70,Dylan Sampson,RB,8,Travis,Shane,2.3662080000000008,tier_controller,False,16
71,Mark Andrews,TE,2,Evan,Coby,5.64,tier_controller,True,16
72,Dallas Goedert,TE,2,Jason,CJ,2.0,tier_controller,False,16
73,Makai Lemon,WR,8,Shane,CJ,2.059130434782609,tier_controller,False,16
74,Caleb Williams,QB,2,James,Jason,1.8499999999999996,tier_controller,False,16
75,Alvin Kamara,RB,7,Brad,Shane,1.7400000000000002,tier_controller,False,16
76,Khalil Shakir,WR,8,Ryan J,Ryan J,1.3800000000000008,tier_controller,False,16
77,Jayden Daniels,QB,2,Reid,Travis,1.2695652173913043,tier_controller,False,16
78,KC Concepcion,WR,9,Sam,Travis,1.2652173913043478,tier_controller,False,16
79,Mike Washington Jr.,RB,8,CJ,CJ,1.23,tier_controller,True,16
80,Isiah Pacheco,RB,8,Travis,Sam,1.1500000000000004,anchor,False,16
81,Tank Bigsby,RB,9,Evan,Travis,1.1,tier_controller,False,16
82,Travis Kelce,TE,2,Jason,Reid,1.0099999999999998,positional_extremist_rb,False,16
83,Trevor Lawrence,QB,3,Shane,Shane,1.0,tier_controller,False,16
84,Dalton Kincaid,TE,3,James,James,1.0,emotional,False,16
85,Jakobi Meyers,WR,7,Brad,Brad,1.0,stars_and_scrubs,False,16
86,MarShawn Lloyd,RB,9,Ryan J,Ryan J,1.0,tier_controller,False,16
87,Ricky Pearsall,WR,9,Reid,Reid,1.0,positional_extremist_rb,False,16
88,George Kittle,TE,2,Sam,Sam,1.0,anchor,False,16
89,Fernando Mendoza,QB,14,Travis,Travis,1.0,tier_controller,False,16
90,Jalen Coker,WR,8,Evan,Evan,1.0,positional_extremist_rb,False,16
91,Jonah Coleman,RB,9,Jason,Jason,1.0,tier_controller,False,16
92,Dalton Schultz,TE,4,Shane,Shane,1.0,tier_controller,False,16
93,DeVon Achane,RB,8,James,James,1.0,emotional,False,16
94,Braelon Allen,RB,10,Brad,Brad,1.0,stars_and_scrubs,False,16
95,Brenton Strange,TE,4,Ryan J,Ryan J,1.0,tier_controller,False,16
96,AD Mitchell,WR,9,Reid,Reid,1.0,positional_extremist_rb,False,16
97,Jake Ferguson,TE,3,Sam,Sam,1.0,anchor,False,16
98,Jayden Higgins,WR,10,Travis,Travis,1.0,tier_controller,True,16
99,Emmett Johnson,RB,10,Evan,Evan,1.0,positional_extremist_rb,False,16
100,Dak Prescott,QB,3,Jason,Jason,1.0,tier_controller,False,16
101,Hunter Henry,TE,3,Shane,Shane,1.0,tier_controller,True,16
102,Isaiah Likely,TE,3,James,James,1.0,emotional,False,16
103,Kimani Vidal,RB,10,Brad,Brad,1.0,stars_and_scrubs,False,16
104,Marvin Harrison Jr,WR,10,Ryan J,Ryan J,1.0,tier_controller,False,16
105,Keenan Allen,WR,11,Reid,Reid,1.0,positional_extremist_rb,False,16
106,Justin Herbert,QB,3,Sam,Sam,1.0,anchor,False,16
107,Rashid Shaheed,WR,11,Evan,Evan,1.0,positional_extremist_rb,False,16
108,Brian Thomas Jr,WR,10,Jason,Jason,1.0,tier_controller,True,16
109,Xavier Worthy,WR,10,James,James,1.0,emotional,False,16
110,Cooper Kupp,WR,11,Brad,Brad,1.0,stars_and_scrubs,False,16
111,Juwan Johnson,TE,4,Ryan J,Ryan J,1.0,tier_controller,False,16
112,Ray Davis,RB,10,Reid,Reid,1.0,positional_extremist_rb,False,16
113,Denzel Boston,WR,11,Sam,Sam,1.0,anchor,False,16
114,Kyle Pitts Sr,TE,4,Evan,Evan,1.0,positional_extremist_rb,False,16
115,James Conner,RB,11,James,James,1.0,emotional,False,16
116,Jordyn Tyson,WR,12,Brad,Brad,1.0,stars_and_scrubs,False,16
117,Jared Goff,QB,3,Ryan J,Ryan J,1.0,tier_controller,False,16
118,Brock Purdy,QB,4,Reid,Reid,1.0,positional_extremist_rb,False,16
119,Chris Rodriguez Jr,RB,11,Sam,Sam,1.0,anchor,False,16
120,Samaje Perine,RB,11,Evan,Evan,1.0,positional_extremist_rb,False,16
121,Jordan Love,QB,4,James,James,1.0,emotional,False,16
122,Tre Tucker,WR,13,Brad,Brad,1.0,stars_and_scrubs,False,16
123,Chig Okonkwo,TE,5,Ryan J,Ryan J,1.0,tier_controller,False,16
124,Jaxson Dart,QB,4,Reid,Reid,1.0,positional_extremist_rb,True,16
125,Christian Kirk,WR,13,Sam,Sam,1.0,anchor,False,16
126,Justice Hill,RB,11,Evan,Evan,1.0,positional_extremist_rb,False,16
127,Bo Nix,QB,5,James,James,1.0,emotional,False,16
128,Kyler Murray,QB,5,Brad,Brad,1.0,stars_and_scrubs,False,16
129,De'Zhaun Stribling,WR,12,Ryan J,Ryan J,1.0,tier_controller,False,16
130,Trey Benson,RB,12,Sam,Sam,1.0,anchor,False,16
131,Patrick Mahomes,QB,4,Evan,Evan,1.0,positional_extremist_rb,True,16
132,Adonai Mitchell,WR,12,James,James,1.0,emotional,False,16
133,Jalen McMillan,WR,14,Brad,Brad,1.0,stars_and_scrubs,False,16
134,Adam Randall,RB,16,Ryan J,Ryan J,1.0,tier_controller,False,16
135,Malik Davis,RB,12,Sam,Sam,1.0,anchor,True,16
136,Baker Mayfield,QB,5,James,James,1.0,emotional,True,16
137,Jaydon Blue,RB,12,Brad,Brad,1.0,stars_and_scrubs,True,16
138,Keon Coleman,WR,12,Ryan J,Ryan J,1.0,tier_controller,True,16
1,Jadarian Price,RB,1,Evan,Ryan J,362.0,positional_extremist_rb,False,17
2,Aaron Jones Sr,RB,4,Reid,Reid,235.3586956521739,tier_controller,False,17
3,Bucky Irving,RB,1,Brad,Travis,330.0,tier_controller,False,17
4,Jeremiyah Love,RB,1,James,Sam,325.0,anchor,False,17
5,Jacory Croskey-Merritt,RB,4,Coby,Jason,233.43478260869566,emotional,False,17
6,Jonathon Brooks,RB,2,CJ,James,286.0,positional_extremist_wr,False,17
7,Ladd McConkey,WR,2,Travis,CJ,228.21739130434784,anchor,False,17
8,Terry McLaurin,WR,2,Jason,Coby,223.66304347826087,emotional,False,17
9,Bhayshul Tuten,RB,2,Sam,Evan,175.0,tier_controller,False,17
10,Chuba Hubbard,RB,3,Ryan J,Brandon,103.28326521739133,emotional,False,17
11,Josh Jacobs,RB,1,Brandon,Shane,92.72,balanced,False,17
12,DeVonta Smith,WR,1,Shane,Brad,75.72,balanced,False,17
13,Tetairoa McMillan,WR,1,Evan,Brad,75.0,balanced,False,17
14,Nico Collins,WR,1,Reid,Brandon,71.72,emotional,False,17
15,Deebo Samuel,WR,3,Brad,Shane,63.94274782608696,balanced,False,17
16,Chris Godwin Jr,WR,4,James,Brad,56.333213391304355,balanced,False,17
17,Sam LaPorta,TE,1,Coby,Brad,35.50747826086956,balanced,False,17
18,Rhamondre Stevenson,RB,2,CJ,Coby,56.0,emotional,False,17
19,Rashee Rice,WR,1,Travis,Jason,51.27491304347827,emotional,False,17
20,RJ Harvey,RB,3,Jason,Shane,40.0,balanced,False,17
21,James Cook,RB,3,Sam,Shane,39.69893217391305,balanced,False,17
22,Jordan Mason,RB,4,Ryan J,James,30.0,positional_extremist_wr,False,17
23,Tee Higgins,WR,2,Brandon,Shane,27.709394782608694,balanced,False,17
24,Carnell Tate,WR,4,Shane,Reid,30.04,tier_controller,False,17
