pick,player,position,tier,nominator,winner,price,winner_archetype,forced_final_slot,iteration
8,Josh Jacobs,RB,1,Brandon,Evan,106.24203653572026,value_purist,False,59
9,RJ Harvey,RB,3,Brad,Ryan J,88.21739130434783,stars_and_scrubs,False,59
10,Jacory Croskey-Merritt,RB,4,Reid,Coby,76.01229520575814,balanced,False,59
11,Bhayshul Tuten,RB,2,James,James,104.4241389968586,value_purist,False,59
12,Jaylen Warren,RB,2,Coby,Evan,95.51807686798769,value_purist,False,59
13,Jonathon Brooks,RB,2,Ryan J,James,75.42608695652174,value_purist,False,59
14,DJ Moore,WR,3,Sam,Brad,67.49580934782611,price_enforcer,False,59
15,Carnell Tate,WR,4,CJ,Brad,53.5544858063306,price_enforcer,False,59
16,Nico Collins,WR,1,Shane,James,92.99319684757238,value_purist,False,59
17,Chuba Hubbard,RB,3,Travis,Brandon,70.63478260869566,value_purist,False,59
18,Kenny Gainwell,RB,4,Evan,Reid,58.24,price_enforcer,False,59
19,Tee Higgins,WR,2,Jason,Brandon,57.41427604563522,value_purist,False,59
20,Jaylen Waddle,WR,2,Brandon,Travis,57.74785521739131,value_purist,False,59
21,Ladd McConkey,WR,2,Brad,Coby,57.506726956521746,balanced,False,59
22,Aaron Jones Sr,RB,4,Reid,Reid,56.344351304347825,price_enforcer,False,59
23,James Cook,RB,3,James,Travis,55.16,value_purist,False,59
24,Rachaad White,RB,5,Coby,Travis,53.290000000000006,value_purist,False,59
25,Austin Ekeler,RB,6,Ryan J,Brad,46.9382356202064,price_enforcer,False,59
26,Rashee Rice,WR,1,Sam,James,52.96,value_purist,False,59
27,Tony Pollard,RB,3,CJ,CJ,48.96,price_enforcer,False,59
28,Trey McBride,TE,1,Shane,Brandon,45.67587304347826,value_purist,False,59
29,DK Metcalf,WR,5,Travis,Coby,44.547791304347825,balanced,False,59
30,Jordan Mason,RB,4,Evan,Travis,44.41970956521739,value_purist,False,59
31,Chris Godwin Jr,WR,4,Jason,Reid,42.15605565217391,price_enforcer,False,59
32,Terry McLaurin,WR,2,Brandon,CJ,40.312307260869574,price_enforcer,False,59
33,Jalen Hurts,QB,1,Brad,Jason,29.93716,positional_extremist_rb,False,59
34,Zach Charbonnet,RB,5,Reid,Brad,35.31040869565217,price_enforcer,False,59
35,Josh Allen,QB,1,James,Reid,33.47380347826087,price_enforcer,False,59
36,Brian Robinson Jr,RB,6,Coby,CJ,32.1273652173913,price_enforcer,False,59
37,Drake Maye,QB,1,Ryan J,Sam,27.724678260869567,anchor,False,59
38,Mike Evans,WR,4,Sam,Brad,28.952426086956518,price_enforcer,False,59
39,Davante Adams,WR,3,CJ,Coby,28.049782608695654,balanced,False,59
40,TJ Hockenson,TE,1,Shane,Reid,26.69077608695652,price_enforcer,False,59
41,Travis Etienne,RB,5,Travis,Evan,26.240000000000002,value_purist,False,59
42,Stefon Diggs,WR,7,Evan,CJ,24.89596573913044,price_enforcer,False,59
43,Tucker Kraft,TE,1,Jason,Jason,24.82288939130435,positional_extremist_rb,False,59
44,Josh Downs,WR,5,Brandon,Coby,23.385,balanced,False,59
45,Jameson Williams,WR,4,Brad,Brad,21.92290956521739,price_enforcer,False,59
46,Daniel Jones,QB,10,Reid,Reid,1.0,price_enforcer,False,59
47,Bill Croskey-Merritt,RB,5,James,Reid,20.9916,price_enforcer,False,59
48,Garrett Wilson,WR,3,Coby,Shane,21.0,positional_extremist_rb,False,59
49,Matthew Golden,WR,6,Ryan J,Sam,20.906399999999998,anchor,False,59
50,Lamar Jackson,QB,1,Sam,CJ,18.67718565217391,price_enforcer,False,59
51,Amon-Ra St Brown,WR,5,CJ,Brad,17.66790086956522,price_enforcer,False,59
52,Romeo Doubs,WR,8,Shane,Coby,17.136785695652176,balanced,False,59
53,AJ Brown,WR,5,Travis,Reid,16.456862608695655,price_enforcer,False,59
54,Sam LaPorta,TE,1,Evan,CJ,16.109921739130435,price_enforcer,False,59
55,Jordan Addison,WR,7,Jason,Sam,15.365363478260873,anchor,False,59
56,CJ Stroud,QB,2,Brandon,Brad,14.269839130434784,price_enforcer,False,59
57,Tyler Allgeier,RB,7,Brad,Jason,13.340713043478264,positional_extremist_rb,False,59
58,Mike Washington Jr.,RB,8,Reid,Reid,13.0,price_enforcer,False,59
59,Makai Lemon,WR,8,James,CJ,12.814321739130435,price_enforcer,False,59
60,JK Dobbins,RB,6,Coby,Brad,11.452614782608698,price_enforcer,False,59
61,Jayden Reed,WR,6,Ryan J,Coby,12.358098260869566,balanced,False,59
62,Alvin Kamara,RB,7,Sam,Shane,11.903591304347827,positional_extremist_rb,False,59
63,Michael Pittman Jr,WR,6,CJ,Reid,10.551678260869565,price_enforcer,False,59
64,Dylan Sampson,RB,8,Shane,Sam,11.0,anchor,False,59
65,JJ McCarthy,QB,11,Travis,Travis,1.0,value_purist,False,59
66,Caleb Williams,QB,2,Evan,CJ,10.118455652173914,price_enforcer,False,59
67,Courtland Sutton,WR,6,Jason,Brad,8.776340869565217,price_enforcer,False,59
68,Dalton Kincaid,TE,3,Brandon,Coby,9.05241795652174,balanced,False,59
69,Kenneth Walker,RB,7,Brad,Reid,8.418260869565218,price_enforcer,False,59
70,Sam Darnold,QB,13,Reid,Reid,1.0,price_enforcer,False,59
71,Justin Fields,QB,9,James,James,1.0,value_purist,False,59
72,Dallas Goedert,TE,2,Coby,Sam,8.872132499999998,anchor,False,59
73,Cam Ward,QB,14,Ryan J,Ryan J,1.0,stars_and_scrubs,False,59
74,Mark Andrews,TE,2,Sam,CJ,8.07684347826087,price_enforcer,False,59
75,Nick Chubb,RB,6,CJ,Brad,7.276372173913043,price_enforcer,False,59
76,Jajuan Jennings,WR,9,Shane,Jason,7.005247826086957,positional_extremist_rb,False,59
77,Jakobi Meyers,WR,7,Travis,CJ,36.9,price_enforcer,True,59
78,Quentin Johnston,WR,7,Evan,Reid,36.68,price_enforcer,True,59
79,Ricky Pearsall,WR,9,Jason,Coby,5.988878260869565,balanced,False,59
80,George Kittle,TE,2,Brandon,Brad,33.38,price_enforcer,True,59
81,Khalil Shakir,WR,8,James,Sam,5.672486956521738,anchor,False,59
82,Tank Bigsby,RB,9,Coby,Sam,5.4436725,anchor,False,59
83,Jalen Coker,WR,8,Ryan J,Coby,4.640039130434783,balanced,False,59
84,Keaton Mitchell,RB,7,Sam,Sam,3.6895108695652175,anchor,False,59
85,KC Concepcion,WR,9,Shane,Coby,17.31,balanced,True,59
86,Isiah Pacheco,RB,8,Travis,Brandon,3.2799999999999994,value_purist,False,59
87,Travis Kelce,TE,2,Evan,Shane,3.9720347826086955,positional_extremist_rb,False,59
88,AD Mitchell,WR,9,Jason,Sam,3.0,anchor,False,59
89,Jayden Daniels,QB,2,Brandon,Shane,3.403130434782609,positional_extremist_rb,False,59
90,Kimani Vidal,RB,10,James,Jason,3.9069097826086967,positional_extremist_rb,False,59
91,Brian Thomas Jr,WR,10,Ryan J,Sam,2.7438599999999997,anchor,False,59
92,Hunter Henry,TE,3,Sam,James,2.2,value_purist,False,59
93,Emmett Johnson,RB,10,Shane,Shane,3.1569399999999996,positional_extremist_rb,False,59
94,Tyrone Tracy Jr,RB,9,Travis,Sam,2.1491249999999997,anchor,False,59
95,Jayden Higgins,WR,10,Evan,Sam,8.27,anchor,True,59
96,DeVon Achane,RB,8,Jason,Jason,1.8516521739130438,positional_extremist_rb,False,59
97,Joe Burrow,QB,2,Brandon,Travis,1.3499999999999996,value_purist,False,59
98,Jonah Coleman,RB,9,James,Ryan J,1.1782608695652175,stars_and_scrubs,False,59
99,Marvin Harrison Jr,WR,10,Ryan J,Ryan J,1.526086956521739,stars_and_scrubs,False,59
100,MarShawn Lloyd,RB,9,Shane,Ryan J,1.1695652173913043,stars_and_scrubs,False,59
101,Trevor Lawrence,QB,3,Travis,Ryan J,1.5147826086956522,stars_and_scrubs,False,59
102,Brenton Strange,TE,4,Evan,Ryan J,1.5091304347826087,stars_and_scrubs,False,59
103,Braelon Allen,RB,10,Jason,Jason,1.1500000000000004,positional_extremist_rb,False,59
104,Jaxson Dart,QB,4,Brandon,Ryan J,1.0300000000000002,stars_and_scrubs,False,59
105,Xavier Worthy,WR,10,James,James,1.0,value_purist,False,59
106,Dak Prescott,QB,3,Ryan J,Ryan J,1.0,stars_and_scrubs,False,59
107,Justin Herbert,QB,3,Shane,Shane,1.0,positional_extremist_rb,False,59
108,Kyler Murray,QB,5,Travis,Travis,1.0,value_purist,False,59
109,Isaiah Likely,TE,3,Evan,Shane,1.0099999999999998,positional_extremist_rb,False,59
110,Kyle Pitts Sr,TE,4,Jason,Jason,1.0,positional_extremist_rb,False,59
111,Jake Ferguson,TE,3,Brandon,Brandon,1.0,value_purist,False,59
112,Ray Davis,RB,10,James,James,1.0,value_purist,False,59
113,Cooper Kupp,WR,11,Ryan J,Ryan J,1.0,stars_and_scrubs,False,59
114,Juwan Johnson,TE,4,Shane,Shane,1.0,positional_extremist_rb,False,59
115,Jared Goff,QB,3,Travis,Travis,1.0,value_purist,False,59
116,Keenan Allen,WR,11,Evan,Evan,1.0,value_purist,False,59
117,Dalton Schultz,TE,4,Jason,Jason,1.0,positional_extremist_rb,False,59
118,Tre Tucker,WR,13,Brandon,Brandon,1.0,value_purist,False,59
119,Denzel Boston,WR,11,James,James,1.0,value_purist,False,59
120,James Conner,RB,11,Ryan J,Ryan J,1.0,stars_and_scrubs,True,59
121,Greg Dulcich,TE,20,Shane,Shane,1.0,positional_extremist_rb,False,59
122,Jordan Love,QB,4,Travis,Travis,1.0,value_purist,False,59
123,Rashid Shaheed,WR,11,Evan,Evan,1.0,value_purist,False,59
124,Chig Okonkwo,TE,5,Jason,Jason,1.0,positional_extremist_rb,True,59
125,Samaje Perine,RB,11,Brandon,Brandon,1.0,value_purist,False,59
126,Chris Rodriguez Jr,RB,11,James,James,1.0,value_purist,False,59
127,Bo Nix,QB,5,Shane,Shane,1.0,positional_extremist_rb,True,59
128,Justice Hill,RB,11,Travis,Travis,1.0,value_purist,False,59
129,De'Zhaun Stribling,WR,12,Evan,Evan,1.0,value_purist,False,59
130,Patrick Mahomes,QB,4,Brandon,Brandon,1.0,value_purist,False,59
131,Keon Coleman,WR,12,James,James,1.0,value_purist,True,59
132,Jaydon Blue,RB,12,Travis,Travis,1.0,value_purist,False,59
133,Nicholas Singleton,RB,16,Evan,Evan,1.0,value_purist,False,59
134,Christian Kirk,WR,13,Brandon,Brandon,1.0,value_purist,True,59
135,Demond Claiborne,RB,14,Travis,Travis,1.0,value_purist,True,59
136,Malik Davis,RB,12,Evan,Evan,1.0,value_purist,False,59
137,Rashod Bateman,WR,13,Evan,Evan,1.0,value_purist,False,59
138,Jordyn Tyson,WR,12,Evan,Evan,1.0,value_purist,True,59
1,Bucky Irving,RB,1,Brandon,Ryan J,362.0,positional_extremist_rb,False,60
2,Josh Jacobs,RB,1,Sam,Travis,341.0,emotional,False,60
3,Jeremiyah Love,RB,1,Evan,Shane,340.0,emotional,False,60
4,Aaron Jones Sr,RB,4,Shane,Reid,234.07608695652172,emotional,False,60
5,Rhamondre Stevenson,RB,2,Ryan J,James,316.52173913043475,emotional,False,60
6,RJ Harvey,RB,3,Brad,Coby,268.89608695652174,anchor,False,60
7,Tetairoa McMillan,WR,1,Reid,CJ,237.0,positional_extremist_wr,False,60
8,DeVonta Smith,WR,1,Travis,Brad,175.0,anchor,False,60
9,Terry McLaurin,WR,2,CJ,Brandon,110.92,tier_controller,False,60
10,Jadarian Price,RB,1,Coby,Evan,117.13732149814263,positional_extremist_rb,False,60
11,Josh Downs,WR,5,James,Sam,46.96454956521739,balanced,False,60
12,Chris Godwin Jr,WR,4,Jason,Sam,47.053,balanced,False,60
13,Nico Collins,WR,1,Brandon,Jason,80.92,value_purist,False,60
14,Ladd McConkey,WR,2,Sam,Reid,71.80402435042312,emotional,False,60
15,Jacory Croskey-Merritt,RB,4,Evan,Evan,71.666,positional_extremist_rb,False,60
16,Rashee Rice,WR,1,Shane,Jason,68.0,value_purist,False,60
17,DJ Moore,WR,3,Ryan J,Sam,57.09665854255547,balanced,False,60
18,Bhayshul Tuten,RB,2,Brad,Jason,50.37304347826087,value_purist,False,60
19,Chuba Hubbard,RB,3,Reid,Sam,53.15,balanced,False,60
20,Carnell Tate,WR,4,Travis,Brad,40.08402443478262,anchor,False,60
21,Tony Pollard,RB,3,CJ,Jason,36.42912347826088,value_purist,False,60
22,Deebo Samuel,WR,3,Coby,Jason,39.332179999999994,value_purist,False,60
23,Jaylen Warren,RB,2,James,Sam,30.76803478260869,balanced,False,60
24,Jonathon Brooks,RB,2,Jason,Brad,32.00508500000001,anchor,False,60
25,Trey McBride,TE,1,Brandon,Sam,23.0,balanced,False,60
26,DK Metcalf,WR,5,Sam,Brandon,26.7018475,tier_controller,False,60
27,Josh Allen,QB,1,Evan,Brad,21.55858086956522,anchor,False,60
28,Jordan Mason,RB,4,Shane,Sam,21.16409086956522,balanced,False,60
29,James Cook,RB,3,Ryan J,Travis,20.95,emotional,False,60
30,Rachaad White,RB,5,Brad,Evan,17.700811304347823,positional_extremist_rb,False,60
31,Davante Adams,WR,3,Reid,Brad,16.0,anchor,False,60
32,Kenny Gainwell,RB,4,Travis,Jason,15.95,value_purist,False,60
33,Garrett Wilson,WR,3,CJ,Sam,15.598726956521741,balanced,False,60
34,Tee Higgins,WR,2,Coby,Brad,13.62211956521739,anchor,False,60
35,Austin Ekeler,RB,6,James,Brandon,13.82018339130435,tier_controller,False,60
36,Brian Robinson Jr,RB,6,Jason,Evan,13.405783695652175,positional_extremist_rb,False,60
37,Jaylen Waddle,WR,2,Brandon,Sam,11.48,balanced,False,60
38,Zach Charbonnet,RB,5,Sam,Brad,12.097222499999997,anchor,False,60
39,TJ Hockenson,TE,1,Evan,Sam,8.625495652173914,balanced,False,60
40,Sam LaPorta,TE,1,Shane,Brandon,10.0384525,tier_controller,False,60
41,Matthew Golden,WR,6,Ryan J,Brad,8.226980869565217,anchor,False,60
42,Amon-Ra St Brown,WR,5,Brad,Sam,6.436730434782609,balanced,False,60
43,Bill Croskey-Merritt,RB,5,Reid,Brad,6.038086956521739,anchor,False,60
44,Mike Evans,WR,4,Travis,Coby,5.744021739130436,anchor,False,60
45,Jalen Hurts,QB,1,CJ,Brandon,7.400047304347827,tier_controller,False,60
46,Travis Etienne,RB,5,Coby,Reid,6.444271304347827,emotional,False,60
47,Nick Chubb,RB,6,James,Sam,4.91708,balanced,False,60
48,Jayden Reed,WR,6,Jason,James,5.855040000000001,emotional,False,60
49,Romeo Doubs,WR,8,Brandon,Brad,5.366399999999999,anchor,False,60
50,Stefon Diggs,WR,7,Sam,Coby,5.110379999999999,anchor,False,60
51,Tucker Kraft,TE,1,Evan,Evan,5.0,positional_extremist_rb,False,60
52,Marcus Mariota,QB,6,Shane,Shane,1.0,emotional,False,60
53,Kenneth Walker,RB,7,Ryan J,Sam,15.74,balanced,True,60
54,Dylan Sampson,RB,8,Brad,Brandon,4.5999860869565214,tier_controller,False,60
55,Caleb Williams,QB,2,Reid,Ryan J,5.0,positional_extremist_rb,False,60
56,Tyrone Tracy Jr,RB,9,Travis,Evan,4.458208695652173,positional_extremist_rb,False,60
57,Drake Maye,QB,1,CJ,CJ,4.0,positional_extremist_wr,False,60
58,Makai Lemon,WR,8,Coby,Brad,3.9629174999999996,anchor,False,60
59,Lamar Jackson,QB,1,James,Reid,3.4180869565217393,emotional,False,60
60,Jameson Williams,WR,4,Jason,Coby,3.274728260869565,anchor,False,60
61,Michael Pittman Jr,WR,6,Brandon,James,3.1121391304347825,emotional,False,60
62,CJ Stroud,QB,2,Evan,Brad,13.03,anchor,True,60
63,Pat Freiermuth,TE,17,Shane,Shane,1.0,emotional,False,60
64,JK Dobbins,RB,6,Ryan J,Coby,2.5818913043478258,anchor,False,60
65,Tank Bigsby,RB,9,Reid,Brandon,2.882871652173913,tier_controller,False,60
66,Courtland Sutton,WR,6,Travis,Coby,2.0551304347826087,anchor,False,60
67,Jordan Addison,WR,7,CJ,Brandon,2.0,tier_controller,False,60
68,Evan Engram,TE,19,Coby,Coby,1.0,anchor,False,60
69,AJ Brown,WR,5,James,Shane,2.0,emotional,False,60
70,Quentin Johnston,WR,7,Jason,James,1.5099999999999998,emotional,False,60
71,AD Mitchell,WR,9,Brandon,Brandon,3.64,tier_controller,True,60
72,Khalil Shakir,WR,8,Evan,Coby,1.4217260869565216,anchor,False,60
73,Jajuan Jennings,WR,9,Shane,Coby,1.48,anchor,False,60
74,Keaton Mitchell,RB,7,Ryan J,Evan,1.8741478260869568,positional_extremist_rb,False,60
75,Tyler Allgeier,RB,7,Reid,Coby,1.4699999999999998,anchor,False,60
76,Joe Burrow,QB,2,Travis,Evan,1.656086956521739,positional_extremist_rb,False,60
77,Dalton Kincaid,TE,3,CJ,Coby,2.97,anchor,True,60
78,Jalen Coker,WR,8,James,Reid,1.2599999999999998,emotional,False,60
79,Mike Washington Jr.,RB,8,Jason,Evan,1.0899999999999999,positional_extremist_rb,False,60
80,Hunter Henry,TE,3,Evan,Travis,1.0500000000000007,emotional,False,60
81,Jakobi Meyers,WR,7,Shane,Shane,1.0,emotional,False,60
82,George Kittle,TE,2,Ryan J,Ryan J,1.0,positional_extremist_rb,False,60
83,Alvin Kamara,RB,7,Reid,Reid,1.0,emotional,False,60
84,Travis Kelce,TE,2,Travis,Travis,1.0,emotional,False,60
85,Mark Andrews,TE,2,CJ,CJ,1.0,positional_extremist_wr,False,60
86,Dallas Goedert,TE,2,James,James,1.0,emotional,False,60
87,KC Concepcion,WR,9,Jason,Jason,1.0,value_purist,False,60
88,Brian Thomas Jr,WR,10,Evan,Evan,1.0,positional_extremist_rb,True,60
89,Cooper Kupp,WR,11,Shane,Shane,1.0,emotional,False,60
90,DeVon Achane,RB,8,Ryan J,Ryan J,1.0,positional_extremist_rb,False,60
91,Emmett Johnson,RB,10,Reid,Reid,1.0,emotional,False,60
92,Isiah Pacheco,RB,8,Travis,Travis,1.0,emotional,False,60
93,Brenton Strange,TE,4,CJ,CJ,1.0,positional_extremist_wr,False,60
94,Marvin Harrison Jr,WR,10,James,James,1.0,emotional,False,60
95,Ricky Pearsall,WR,9,Jason,Jason,1.0,value_purist,False,60
96,Isaiah Likely,TE,3,Shane,Shane,1.0,emotional,False,60
97,MarShawn Lloyd,RB,9,Ryan J,Ryan J,1.0,positional_extremist_rb,False,60
98,Jayden Daniels,QB,2,Reid,Reid,1.0,emotional,False,60
99,Jordan Love,QB,4,Travis,Travis,1.0,emotional,False,60
100,Keenan Allen,WR,11,CJ,CJ,1.0,positional_extremist_wr,False,60
101,Jonah Coleman,RB,9,James,James,1.0,emotional,False,60
102,Kimani Vidal,RB,10,Jason,Jason,1.0,value_purist,False,60
103,Braelon Allen,RB,10,Shane,Shane,1.0,emotional,False,60
104,Jake Ferguson,TE,3,Ryan J,Ryan J,1.0,positional_extremist_rb,False,60
105,Jayden Higgins,WR,10,Reid,Reid,1.0,emotional,False,60
106,Dalton Schultz,TE,4,Travis,Travis,1.0,emotional,False,60
107,Trevor Lawrence,QB,3,CJ,CJ,1.0,positional_extremist_wr,False,60
108,Chris Rodriguez Jr,RB,11,James,James,1.0,emotional,False,60
109,Dak Prescott,QB,3,Jason,Jason,1.0,value_purist,False,60
110,Xavier Worthy,WR,10,Shane,Shane,1.0,emotional,False,60
111,Kyle Pitts Sr,TE,4,Ryan J,Ryan J,1.0,positional_extremist_rb,False,60
112,James Conner,RB,11,Reid,Reid,1.0,emotional,False,60
113,Tre Tucker,WR,13,Travis,Travis,1.0,emotional,False,60
114,Justin Herbert,QB,3,CJ,CJ,1.0,positional_extremist_wr,False,60
115,Ray Davis,RB,10,James,James,1.0,emotional,False,60
116,Rashid Shaheed,WR,11,Jason,Jason,1.0,value_purist,False,60
117,Juwan Johnson,TE,4,Shane,Shane,1.0,emotional,False,60
118,Jaxson Dart,QB,4,Ryan J,Ryan J,1.0,positional_extremist_rb,False,60
119,Patrick Mahomes,QB,4,Reid,Reid,1.0,emotional,False,60
120,Denzel Boston,WR,11,Travis,Travis,1.0,emotional,False,60
121,Chig Okonkwo,TE,5,CJ,CJ,1.0,positional_extremist_wr,False,60
122,Samaje Perine,RB,11,James,James,1.0,emotional,False,60
123,Jared Goff,QB,3,Jason,Jason,1.0,value_purist,True,60
124,Jordyn Tyson,WR,12,Shane,Shane,1.0,emotional,True,60
125,Bo Nix,QB,5,Ryan J,Ryan J,1.0,positional_extremist_rb,False,60
126,De'Zhaun Stribling,WR,12,Reid,Reid,1.0,emotional,False,60
127,Malik Davis,RB,12,Travis,Travis,1.0,emotional,False,60
128,Trey Benson,RB,12,CJ,CJ,1.0,positional_extremist_wr,False,60
129,Kyler Murray,QB,5,James,James,1.0,emotional,True,60
130,Brock Purdy,QB,4,Ryan J,Ryan J,1.0,positional_extremist_rb,False,60
131,Justice Hill,RB,11,Reid,Reid,1.0,emotional,True,60
132,Jaydon Blue,RB,12,Travis,Travis,1.0,emotional,False,60
133,Keon Coleman,WR,12,CJ,CJ,1.0,positional_extremist_wr,True,60
134,Demond Claiborne,RB,14,Ryan J,Ryan J,1.0,positional_extremist_rb,False,60
135,Christian Kirk,WR,13,Travis,Travis,1.0,emotional,False,60
136,Adonai Mitchell,WR,12,Ryan J,Ryan J,1.0,positional_extremist_rb,False,60
137,Rashod Bateman,WR,13,Travis,Travis,1.0,emotional,True,60
138,Baker Mayfield,QB,5,Ryan J,Ryan J,1.0,positional_extremist_rb,True,60
1,Bucky Irving,RB,1,CJ,Ryan J,331.0,anchor,False,61
2,Jeremiyah Love,RB,1,James,James,317.0,stars_and_scrubs,False,61
3,Tetairoa McMillan,WR,1,Brandon,Jason,270.5217391304348,stars_and_scrubs,False,61
4,Aaron Jones Sr,RB,4,Travis,CJ,234.07608695652172,tier_controller,False,61
5,Jadarian Price,RB,1,Shane,Sam,265.265290924415,tier_controller,False,61
6,Terry McLaurin,WR,2,Ryan J,Evan,113.45108695652173,stars_and_scrubs,False,61
7,Ladd McConkey,WR,2,Jason,Reid,114.10869565217392,positional_extremist_rb,False,61
8,Jacory Croskey-Merritt,RB,4,Coby,Reid,116.36287443128705,positional_extremist_rb,False,61
9,Josh Jacobs,RB,1,Reid,Brad,129.73648695652173,value_purist,False,61
10,DeVonta Smith,WR,1,Evan,Evan,108.90210221642747,stars_and_scrubs,False,61
11,Chuba Hubbard,RB,3,Brad,Travis,103.16541739130435,balanced,False,61
12,Nico Collins,WR,1,Sam,Coby,95.52414545071706,value_purist,False,61
13,Jaylen Warren,RB,2,CJ,Coby,101.65,value_purist,False,61
14,Rhamondre Stevenson,RB,2,James,Shane,98.74331012051195,balanced,False,61
15,Deebo Samuel,WR,3,Brandon,Shane,69.37605050913565,balanced,False,61
16,DK Metcalf,WR,5,Travis,Shane,46.267546709879134,balanced,False,61
17,Trey McBride,TE,1,Shane,Travis,68.79714280394018,balanced,False,61
18,Chris Godwin Jr,WR,4,Ryan J,Travis,53.0,balanced,False,61
19,Cam Ward,QB,14,Jason,Jason,1.0,stars_and_scrubs,False,61
20,James Cook,RB,3,Coby,Coby,70.27783349115737,value_purist,False,61
21,Tony Pollard,RB,3,Reid,Brad,39.075890434782615,value_purist,False,61
22,RJ Harvey,RB,3,Evan,Brad,47.350525000000005,value_purist,False,61
23,DJ Moore,WR,3,Brad,Brad,42.43017486956523,value_purist,False,61
24,Bhayshul Tuten,RB,2,Sam,Brad,38.74765000000001,value_purist,False,61
25,Kenny Gainwell,RB,4,CJ,Brad,38.63823652173914,value_purist,False,61
26,Jonathon Brooks,RB,2,James,Reid,45.09696526086958,positional_extremist_rb,False,61
27,Rashee Rice,WR,1,Brandon,Brandon,37.887652173913054,price_enforcer,False,61
28,Sam LaPorta,TE,1,Travis,Shane,32.91222347826088,balanced,False,61
29,Zach Charbonnet,RB,5,Shane,Travis,30.55,balanced,False,61
30,Jaylen Waddle,WR,2,Ryan J,Brandon,29.736785217391308,price_enforcer,False,61
31,Jordan Mason,RB,4,Jason,Travis,26.508146086956522,balanced,False,61
32,Davante Adams,WR,3,Coby,Shane,24.460767826086958,balanced,False,61
33,Rachaad White,RB,5,Reid,Brandon,23.391151304347826,price_enforcer,False,61
34,Josh Downs,WR,5,Evan,Sam,25.0,tier_controller,False,61
35,Jalen Hurts,QB,1,Brad,Travis,24.328810869565224,balanced,False,61
36,Josh Allen,QB,1,Sam,Coby,20.50337565217391,value_purist,False,61
37,Garrett Wilson,WR,3,CJ,Shane,19.385871304347827,balanced,False,61
38,Tucker Kraft,TE,1,James,Reid,19.49678747826087,positional_extremist_rb,False,61
39,Carnell Tate,WR,4,Brandon,Sam,19.000653913043475,tier_controller,False,61
40,Jameson Williams,WR,4,Travis,Brandon,17.20510956521739,price_enforcer,False,61
41,Travis Etienne,RB,5,Shane,Travis,16.0,balanced,False,61
42,Mike Evans,WR,4,Ryan J,Brandon,14.683437391304349,price_enforcer,False,61
43,CJ Stroud,QB,2,Jason,Shane,14.787319565217393,balanced,False,61
44,Austin Ekeler,RB,6,Coby,Reid,13.745027173913046,positional_extremist_rb,False,61
45,Sam Darnold,QB,13,Reid,Reid,1.0,positional_extremist_rb,False,61
46,Jordan Addison,WR,7,Evan,Travis,12.833343739130436,balanced,False,61
47,Matthew Golden,WR,6,Brad,Shane,11.796708,balanced,False,61
48,Tee Higgins,WR,2,Sam,Jason,13.89129652173913,stars_and_scrubs,False,61
49,TJ Hockenson,TE,1,CJ,Brandon,10.321321739130434,price_enforcer,False,61
50,JK Dobbins,RB,6,James,Ryan J,9.77804347826087,anchor,False,61
51,Brian Robinson Jr,RB,6,Brandon,Sam,10.775693304347827,tier_controller,False,61
52,Jayden Reed,WR,6,Travis,Travis,9.744952130434784,balanced,False,61
53,Romeo Doubs,WR,8,Shane,Brandon,9.0,price_enforcer,False,61
54,Bill Croskey-Merritt,RB,5,Ryan J,Shane,7.743795652173913,balanced,False,61
55,Makai Lemon,WR,8,Jason,Ryan J,8.601257391304351,anchor,False,61
56,Lamar Jackson,QB,1,Coby,Brandon,7.49393347826087,price_enforcer,False,61
57,Kenneth Walker,RB,7,Reid,Travis,6.473186086956522,balanced,False,61
58,Dallas Goedert,TE,2,Evan,Sam,7.598135652173913,tier_controller,False,61
59,Alvin Kamara,RB,7,Brad,Ryan J,6.65415,anchor,False,61
60,Courtland Sutton,WR,6,Sam,Brandon,32.28,price_enforcer,True,61
61,Stefon Diggs,WR,7,CJ,Reid,6.606600000000001,positional_extremist_rb,False,61
62,AJ Brown,WR,5,James,Brad,6.0,value_purist,False,61
63,Tyler Allgeier,RB,7,Travis,Shane,5.887485217391304,balanced,False,61
64,Dalton Kincaid,TE,3,Shane,Travis,5.35633043478261,balanced,False,61
65,Caleb Williams,QB,2,Ryan J,CJ,5.0484090434782605,tier_controller,False,61
66,Amon-Ra St Brown,WR,5,Jason,Shane,19.63,balanced,True,61
67,Drake Maye,QB,1,Coby,Ryan J,4.976204999999998,anchor,False,61
68,Nick Chubb,RB,6,Reid,Travis,3.6130469565217394,balanced,False,61
69,Tyrone Tracy Jr,RB,9,Evan,Sam,4.791652173913043,tier_controller,False,61
70,Keaton Mitchell,RB,7,Brad,Ryan J,3.3130499999999996,anchor,False,61
71,Jakobi Meyers,WR,7,Sam,Travis,12.63,balanced,True,61
72,Quentin Johnston,WR,7,CJ,Ryan J,2.64975652173913,anchor,False,61
73,Mike Washington Jr.,RB,8,James,Reid,3.275339130434783,positional_extremist_rb,False,61
74,Dylan Sampson,RB,8,Ryan J,Sam,3.1390052173913046,tier_controller,False,61
75,Michael Pittman Jr,WR,6,Jason,Ryan J,2.114882608695652,anchor,False,61
76,Ricky Pearsall,WR,9,Coby,Coby,2.0500000000000007,value_purist,False,61
