iteration,team,leftover_budget
23,Brad,0.0
23,Brandon,0.0
23,CJ,0.0
23,Coby,0.0
23,Evan,0.0
23,James,0.0
23,Jason,0.0
23,Reid,0.0
23,Ryan J,0.0
23,Sam,0.0
23,Shane,0.0
23,Travis,0.0
24,Brad,0.0
24,Brandon,0.0
24,CJ,0.0
24,Coby,0.0
24,Evan,0.0
24,James,0.0
24,Jason,0.0
24,Reid,0.0
24,Ryan J,0.0
24,Sam,0.0
24,Shane,0.0
24,Travis,0.0
25,Brad,0.0
25,Brandon,0.0
25,CJ,0.0
25,Coby,0.0
25,Evan,0.0
25,James,0.0
25,Jason,0.0
25,Reid,0.0
25,Ryan J,0.0
25,Sam,0.0
25,Shane,0.0
25,Travis,0.0
26,Brad,0.0
26,Brandon,0.0
26,CJ,0.0
26,Coby,0.0
26,Evan,0.0
26,James,0.0
26,Jason,0.0
26,Reid,0.0
26,Ryan J,0.0
26,Sam,0.0
26,Shane,0.0
26,Travis,0.0
27,Brad,0.0
27,Brandon,0.0
27,CJ,0.0
27,Coby,0.0
27,Evan,0.0
27,James,0.0
27,Jason,0.0
27,Reid,0.0
27,Ryan J,0.0
27,Sam,0.0
27,Shane,0.0
27,Travis,0.0
28,Brad,0.0
28,Brandon,0.0
28,CJ,0.0
28,Coby,0.0
28,Evan,0.0
28,James,0.0
28,Jason,0.0
28,Reid,0.0
28,Ryan J,0.0
28,Sam,0.0
28,Shane,0.0
28,Travis,0.0
29,Brad,0.0
29,Brandon,0.0
29,CJ,0.0
29,Coby,0.0
29,Evan,0.0
29,James,0.0
29,Jason,0.0
29,Reid,0.0
29,Ryan J,0.0
29,Sam,0.0
29,Shane,0.0
29,Travis,0.0
30,Brad,0.0
30,Brandon,0.0
30,CJ,0.0
30,Coby,0.0
30,Evan,0.0
30,James,0.0
30,Jason,0.0
30,Reid,0.0
30,Ryan J,0.0
30,Sam,0.0
30,Shane,0.0
30,Travis,0.0
31,Brad,0.0
31,Brandon,0.0
31,CJ,0.0
31,Coby,0.0
31,Evan,0.0
31,James,0.0
31,Jason,0.0
31,Reid,0.0
31,Ryan J,0.0
31,Sam,0.0
31,Shane,0.0
31,Travis,0.0
32,Brad,0.0
32,Brandon,0.0
32,CJ,0.0
32,Coby,0.0
32,Evan,0.0
32,James,0.0
32,Jason,0.0
32,Reid,0.0
32,Ryan J,0.0
32,Sam,0.0
32,Shane,0.0
32,Travis,0.0
33,Brad,0.0
33,Brandon,0.0
33,CJ,0.0
33,Coby,0.0
33,Evan,0.0
33,James,0.0
33,Jason,0.0
33,Reid,0.0
33,Ryan J,0.0
33,Sam,0.0
33,Shane,0.0
33,Travis,0.0
34,Brad,0.0
34,Brandon,0.0
34,CJ,0.0
34,Coby,0.0
34,Evan,0.0
34,James,0.0
34,Jason,0.0
34,Reid,0.0
34,Ryan J,0.0
34,Sam,0.0
34,Shane,0.0
34,Travis,0.0
35,Brad,0.0
35,Brandon,0.0
35,CJ,0.0
35,Coby,0.0
35,Evan,0.0
35,James,0.0
35,Jason,0.0
35,Reid,0.0
35,Ryan J,0.0
35,Sam,0.0
35,Shane,0.0
35,Travis,0.0
36,Brad,0.0
36,Brandon,0.0
36,CJ,0.0
36,Coby,0.0
36,Evan,0.0
36,James,0.0
36,Jason,0.0
36,Reid,0.0
36,Ryan J,0.0
36,Sam,0.0
36,Shane,0.0
36,Travis,0.0
37,Brad,0.0
37,Brandon,0.0
37,CJ,0.0
37,Coby,0.0
37,Evan,0.0
37,James,0.0
37,Jason,0.0
37,Reid,0.0
37,Ryan J,0.0
37,Sam,0.0
37,Shane,0.0
37,Travis,0.0
38,Brad,0.0
38,Brandon,0.0
38,CJ,0.0
38,Coby,0.0
38,Evan,0.0
38,James,0.0
38,Jason,0.0
38,Reid,0.0
38,Ryan J,0.0
38,Sam,0.0
38,Shane,0.0
38,Travis,0.0
39,Brad,0.0
39,Brandon,0.0
39,CJ,0.0
39,Coby,0.0
39,Evan,0.0
39,James,0.0
39,Jason,0.0
39,Reid,0.0
39,Ryan J,0.0
39,Sam,0.0
39,Shane,0.0
39,Travis,0.0
40,Brad,0.0
40,Brandon,0.0
40,CJ,0.0
40,Coby,0.0
40,Evan,0.0
40,James,0.0
40,Jason,0.0
40,Reid,0.0
40,Ryan J,0.0
40,Sam,0.0
40,Shane,0.0
40,Travis,0.0
41,Brad,0.0
41,Brandon,0.0
41,CJ,0.0
41,Coby,0.0
41,Evan,0.0
41,James,0.0
41,Jason,0.0
41,Reid,0.0
41,Ryan J,0.0
41,Sam,0.0
41,Shane,0.0
41,Travis,0.0
42,Brad,0.0
42,Brandon,0.0
42,CJ,0.0
42,Coby,0.0
42,Evan,0.0
42,James,0.0
42,Jason,0.0
42,Reid,0.0
42,Ryan J,0.0
42,Sam,0.0
42,Shane,0.0
42,Travis,0.0
43,Brad,0.0
43,Brandon,0.0
43,CJ,0.0
43,Coby,0.0
43,Evan,0.0
43,James,0.0
43,Jason,0.0
43,Reid,0.0
43,Ryan J,0.0
43,Sam,0.0
43,Shane,0.0
43,Travis,0.0
44,Brad,0.0
44,Brandon,0.0
44,CJ,0.0
44,Coby,0.0
44,Evan,0.0
44,James,0.0
44,Jason,0.0
44,Reid,0.0
44,Ryan J,0.0
44,Sam,0.0
44,Shane,0.0
44,Travis,0.0
45,Brad,0.0
45,Brandon,0.0
45,CJ,0.0
45,Coby,0.0
45,Evan,0.0
45,James,0.0
45,Jason,0.0
45,Reid,0.0
45,Ryan J,0.0
45,Sam,0.0
45,Shane,0.0
45,Travis,0.0
46,Brad,0.0
46,Brandon,0.0
46,CJ,0.0
46,Coby,0.0
46,Evan,0.0
46,James,0.0
46,Jason,0.0
46,Reid,0.0
46,Ryan J,0.0
46,Sam,0.0
46,Shane,0.0
46,Travis,0.0
47,Brad,0.0
47,Brandon,0.0
47,CJ,0.0
47,Coby,0.0
47,Evan,0.0
47,James,0.0
47,Jason,0.0
47,Reid,0.0
47,Ryan J,0.0
47,Sam,0.0
47,Shane,0.0
47,Travis,0.0
48,Brad,0.0
48,Brandon,0.0
48,CJ,0.0
48,Coby,0.0
48,Evan,0.0
48,James,0.0
48,Jason,0.0
48,Reid,0.0
48,Ryan J,0.0
48,Sam,0.0
48,Shane,0.0
48,Travis,0.0
49,Brad,0.0
49,Brandon,0.0
49,CJ,0.0
49,Coby,0.0
49,Evan,0.0
49,James,0.0
49,Jason,0.0
49,Reid,0.0
49,Ryan J,0.0
49,Sam,0.0
49,Shane,0.0
49,Travis,0.0
50,Brad,0.0
50,Brandon,0.0
50,CJ,0.0
50,Coby,0.0
50,Evan,0.0
50,James,0.0
50,Jason,0.0
50,Reid,0.0
50,Ryan J,0.0
50,Sam,0.0
50,Shane,0.0
50,Travis,0.0
51,Brad,0.0
51,Brandon,0.0
51,CJ,0.0
51,Coby,0.0
51,Evan,0.0
51,James,0.0
51,Jason,0.0
51,Reid,0.0
51,Ryan J,0.0
51,Sam,0.0
51,Shane,0.0
51,Travis,0.0
52,Brad,0.0
52,Brandon,0.0
52,CJ,0.0
52,Coby,0.0
52,Evan,0.0
52,James,0.0
52,Jason,0.0
52,Reid,0.0
52,Ryan J,0.0
52,Sam,0.0
52,Shane,0.0
52,Travis,0.0
53,Brad,0.0
53,Brandon,0.0
53,CJ,0.0
53,Coby,0.0
53,Evan,0.0
53,James,0.0
53,Jason,0.0
53,Reid,0.0
53,Ryan J,0.0
53,Sam,0.0
53,Shane,0.0
53,Travis,0.0
54,Brad,0.0
54,Brandon,0.0
54,CJ,0.0
54,Coby,0.0
54,Evan,0.0
54,James,0.0
54,Jason,0.0
54,Reid,0.0
54,Ryan J,0.0
54,Sam,0.0
54,Shane,0.0
54,Travis,0.0
55,Brad,0.0
55,Brandon,0.0
55,CJ,0.0
55,Coby,0.0
55,Evan,0.0
55,James,0.0
55,Jason,0.0
55,Reid,0.0
55,Ryan J,0.0
55,Sam,0.0
55,Shane,0.0
55,Travis,0.0
56,Brad,0.0
56,Brandon,0.0
56,CJ,0.0
56,Coby,0.0
56,Evan,0.0
56,James,0.0
56,Jason,0.0
56,Reid,0.0
56,Ryan J,0.0
56,Sam,0.0
56,Shane,0.0
56,Travis,0.0
57,Brad,0.0
57,Brandon,0.0
57,CJ,0.0
57,Coby,0.0
57,Evan,0.0
57,James,0.0
57,Jason,0.0
57,Reid,0.0
57,Ryan J,0.0
57,Sam,0.0
57,Shane,0.0
57,Travis,0.0
58,Brad,0.0
58,Brandon,0.0
58,CJ,0.0
58,Coby,0.0
58,Evan,0.0
58,James,0.0
58,Jason,0.0
58,Reid,0.0
58,Ryan J,0.0
58,Sam,0.0
58,Shane,0.0
58,Travis,0.0
59,Brad,0.0
59,Brandon,0.0
59,CJ,0.0
59,Coby,0.0
59,Evan,0.0
59,James,0.0
59,Jason,0.0
59,Reid,0.0
59,Ryan J,0.0
59,Sam,0.0
59,Shane,0.0
59,Travis,0.0
60,Brad,0.0
60,Brandon,0.0
60,CJ,0.0
60,Coby,0.0
60,Evan,0.0
60,James,0.0
60,Jason,0.0
60,Reid,0.0
60,Ryan J,0.0
60,Sam,0.0
60,Shane,0.0
60,Travis,0.0
61,Brad,0.0
61,Brandon,0.0
61,CJ,0.0
61,Coby,0.0
61,Evan,0.0
61,James,0.0
61,Jason,0.0
61,Reid,0.0
61,Ryan J,0.0
61,Sam,0.0
61,Shane,0.0
61,Travis,0.0
62,Brad,0.0
62,Brandon,0.0
62,CJ,0.0
62,Coby,0.0
62,Evan,0.0
62,James,0.0
62,Jason,0.0
62,Reid,0.0
62,Ryan J,0.0
62,Sam,0.0
62,Shane,0.0
62,Travis,0.0
63,Brad,0.0
63,Brandon,0.0
63,CJ,0.0
63,Coby,0.0
63,Evan,0.0
63,James,0.0
63,Jason,0.0
63,Reid,0.0
63,Ryan J,0.0
63,Sam,0.0
63,Shane,0.0
63,Travis,0.0
64,Brad,0.0
64,Brandon,0.0
64,CJ,0.0
64,Coby,0.0
64,Evan,0.0
64,James,0.0
64,Jason,0.0
64,Reid,0.0
64,Ryan J,0.0
64,Sam,0.0
64,Shane,0.0
64,Travis,0.0
65,Brad,0.0
65,Brandon,0.0
65,CJ,0.0
65,Coby,0.0
65,Evan,0.0
65,James,0.0
65,Jason,0.0
65,Reid,0.0
65,Ryan J,0.0
65,Sam,0.0
65,Shane,0.0
65,Travis,0.0
66,Brad,0.0
66,Brandon,0.0
66,CJ,0.0
66,Coby,0.0
66,Evan,0.0
66,James,0.0
66,Jason,0.0
66,Reid,0.0
66,Ryan J,0.0
66,Sam,0.0
66,Shane,0.0
66,Travis,0.0
67,Brad,0.0
67,Brandon,0.0
67,CJ,0.0
67,Coby,0.0
67,Evan,0.0
67,James,0.0
67,Jason,0.0
67,Reid,0.0
67,Ryan J,0.0
67,Sam,0.0
67,Shane,0.0
67,Travis,0.0
68,Brad,0.0
68,Brandon,0.0
68,CJ,0.0
68,Coby,0.0
68,Evan,0.0
68,James,0.0
68,Jason,0.0
68,Reid,0.0
68,Ryan J,0.0
68,Sam,0.0
68,Shane,0.0
68,Travis,0.0
69,Brad,0.0
69,Brandon,0.0
69,CJ,0.0
69,Coby,0.0
69,Evan,0.0
69,James,0.0
69,Jason,0.0
69,Reid,0.0
69,Ryan J,0.0
69,Sam,0.0
69,Shane,0.0
69,Travis,0.0
70,Brad,0.0
70,Brandon,0.0
70,CJ,0.0
70,Coby,0.0
70,Evan,0.0
70,James,0.0
70,Jason,0.0
70,Reid,0.0
70,Ryan J,0.0
70,Sam,0.0
70,Shane,0.0
70,Travis,0.0
71,Brad,0.0
71,Brandon,0.0
71,CJ,0.0
71,Coby,0.0
71,Evan,0.0
71,James,0.0
71,Jason,0.0
71,Reid,0.0
71,Ryan J,0.0
71,Sam,0.0
71,Shane,0.0
71,Travis,0.0
72,Brad,0.0
72,Brandon,0.0
72,CJ,0.0
72,Coby,0.0
72,Evan,0.0
72,James,0.0
72,Jason,0.0
72,Reid,0.0
72,Ryan J,0.0
72,Sam,0.0
72,Shane,0.0
72,Travis,0.0
73,Brad,0.0
73,Brandon,0.0
73,CJ,0.0
73,Coby,0.0
73,Evan,0.0
73,James,0.0
73,Jason,0.0
73,Reid,0.0
73,Ryan J,0.0
73,Sam,0.0
73,Shane,0.0
73,Travis,0.0
74,Brad,0.0
74,Brandon,0.0
74,CJ,0.0
74,Coby,0.0
74,Evan,0.0
74,James,0.0
74,Jason,0.0
74,Reid,0.0
74,Ryan J,0.0
74,Sam,0.0
74,Shane,0.0
74,Travis,0.0
75,Brad,0.0
75,Brandon,0.0
75,CJ,0.0
75,Coby,0.0
75,Evan,0.0
75,James,0.0
75,Jason,0.0
75,Reid,0.0
75,Ryan J,0.0
75,Sam,0.0
75,Shane,0.0
75,Travis,0.0
76,Brad,0.0
76,Brandon,0.0
76,CJ,0.0
76,Coby,0.0
76,Evan,0.0
76,James,0.0
76,Jason,0.0
76,Reid,0.0
76,Ryan J,0.0
76,Sam,0.0
76,Shane,0.0
76,Travis,0.0
77,Brad,0.0
77,Brandon,0.0
77,CJ,0.0
77,Coby,0.0
77,Evan,0.0
77,James,0.0
77,Jason,0.0
77,Reid,0.0
77,Ryan J,0.0
77,Sam,0.0
77,Shane,0.0
77,Travis,0.0
78,Brad,0.0
78,Brandon,0.0
78,CJ,0.0
78,Coby,0.0
78,Evan,0.0
78,James,0.0
78,Jason,0.0
78,Reid,0.0
78,Ryan J,0.0
78,Sam,0.0
78,Shane,0.0
78,Travis,0.0
79,Brad,0.0
79,Brandon,0.0
79,CJ,0.0
79,Coby,0.0
79,Evan,0.0
79,James,0.0
79,Jason,0.0
79,Reid,0.0
79,Ryan J,0.0
79,Sam,0.0
79,Shane,0.0
79,Travis,0.0
80,Brad,0.0
80,Brandon,0.0
80,CJ,0.0
80,Coby,0.0
80,Evan,0.0
80,James,0.0
80,Jason,0.0
80,Reid,0.0
80,Ryan J,0.0
80,Sam,0.0
80,Shane,0.0
80,Travis,0.0
81,Brad,0.0
81,Brandon,0.0
81,CJ,0.0
81,Coby,0.0
81,Evan,0.0
81,James,0.0
81,Jason,0.0
81,Reid,0.0
81,Ryan J,0.0
81,Sam,0.0
81,Shane,0.0
81,Travis,0.0
82,Brad,0.0
82,Brandon,0.0
82,CJ,0.0
82,Coby,0.0
82,Evan,0.0
82,James,0.0
82,Jason,0.0
82,Reid,0.0
82,Ryan J,0.0
82,Sam,0.0
82,Shane,0.0
82,Travis,0.0
83,Brad,0.0
83,Brandon,0.0
83,CJ,0.0
83,Coby,0.0
83,Evan,0.0
83,James,0.0
83,Jason,0.0
83,Reid,0.0
83,Ryan J,0.0
83,Sam,0.0
83,Shane,0.0
83,Travis,0.0
84,Brad,0.0
84,Brandon,0.0
84,CJ,0.0
84,Coby,0.0
84,Evan,0.0
84,James,0.0
84,Jason,0.0
84,Reid,0.0
84,Ryan J,0.0
84,Sam,0.0
84,Shane,0.0
84,Travis,0.0
85,Brad,0.0
85,Brandon,0.0
85,CJ,0.0
85,Coby,0.0
85,Evan,0.0
85,James,0.0
85,Jason,0.0
85,Reid,0.0
85,Ryan J,0.0
85,Sam,0.0
85,Shane,0.0
85,Travis,0.0
86,Brad,0.0
86,Brandon,0.0
86,CJ,0.0
86,Coby,0.0
86,Evan,0.0
86,James,0.0
86,Jason,0.0
86,Reid,0.0
86,Ryan J,0.0
86,Sam,0.0
86,Shane,0.0
86,Travis,0.0
87,Brad,0.0
87,Brandon,0.0
87,CJ,0.0
87,Coby,0.0
87,Evan,0.0
87,James,0.0
87,Jason,0.0
87,Reid,0.0
87,Ryan J,0.0
87,Sam,0.0
87,Shane,0.0
87,Travis,0.0
88,Brad,0.0
88,Brandon,0.0
88,CJ,0.0
88,Coby,0.0
88,Evan,0.0
88,James,0.0
88,Jason,0.0
88,Reid,0.0
88,Ryan J,0.0
88,Sam,0.0
88,Shane,0.0
88,Travis,0.0
89,Brad,0.0
89,Brandon,0.0
89,CJ,0.0
89,Coby,0.0
89,Evan,0.0
89,James,0.0
89,Jason,0.0
89,Reid,0.0
89,Ryan J,0.0
89,Sam,0.0
89,Shane,0.0
89,Travis,0.0
90,Brad,0.0
90,Brandon,0.0
90,CJ,0.0
90,Coby,0.0
90,Evan,0.0
90,James,0.0
90,Jason,0.0
90,Reid,0.0
90,Ryan J,0.0
90,Sam,0.0
90,Shane,0.0
90,Travis,0.0
91,Brad,0.0
91,Brandon,0.0
91,CJ,0.0
91,Coby,0.0
91,Evan,0.0
91,James,0.0
91,Jason,0.0
91,Reid,0.0
91,Ryan J,0.0
91,Sam,0.0
91,Shane,0.0
91,Travis,0.0
92,Brad,0.0
92,Brandon,0.0
92,CJ,0.0
92,Coby,0.0
92,Evan,0.0
92,James,0.0
92,Jason,0.0
92,Reid,0.0
92,Ryan J,0.0
92,Sam,0.0
92,Shane,0.0
92,Travis,0.0
93,Brad,0.0
93,Brandon,0.0
93,CJ,0.0
93,Coby,0.0
93,Evan,0.0
93,James,0.0
93,Jason,0.0
93,Reid,0.0
93,Ryan J,0.0
93,Sam,0.0
93,Shane,0.0
93,Travis,0.0
94,Brad,0.0
94,Brandon,0.0
94,CJ,0.0
94,Coby,0.0
94,Evan,0.0
94,James,0.0
94,Jason,0.0
94,Reid,0.0
94,Ryan J,0.0
94,Sam,0.0
94,Shane,0.0
94,Travis,0.0
95,Brad,0.0
95,Brandon,0.0
95,CJ,0.0
95,Coby,0.0
95,Evan,0.0
95,James,0.0
95,Jason,0.0
95,Reid,0.0
95,Ryan J,0.0
95,Sam,0.0
95,Shane,0.0
95,Travis,0.0
96,Brad,0.0
96,Brandon,0.0
96,CJ,0.0
96,Coby,0.0
96,Evan,0.0
96,James,0.0
96,Jason,0.0
96,Reid,0.0
96,Ryan J,0.0
96,Sam,0.0
96,Shane,0.0
96,Travis,0.0
97,Brad,0.0
97,Brandon,0.0
97,CJ,0.0
97,Coby,0.0
97,Evan,0.0
97,James,0.0
97,Jason,0.0
97,Reid,0.0
97,Ryan J,0.0
97,Sam,0.0
97,Shane,0.0
97,Travis,0.0
98,Brad,0.0
98,Brandon,0.0
98,CJ,0.0
98,Coby,0.0
98,Evan,0.0
98,James,0.0
98,Jason,0.0
98,Reid,0.0
98,Ryan J,0.0
98,Sam,0.0
98,Shane,0.0
98,Travis,0.0
99,Brad,0.0
99,Brandon,0.0
99,CJ,0.0
99,Coby,0.0
99,Evan,0.0
99,James,0.0
99,Jason,0.0
99,Reid,0.0
99,Ryan J,0.0
99,Sam,0.0
99,Shane,0.0
99,Travis,0.0
